fold,seq,t,z1,z2,z3
2,0,225,2.3378994,0.8878729,3.0888946
2,0,226,2.3536298,0.8842188,3.1045747
2,0,227,2.3693724,0.8805456,3.1202455
2,0,228,2.3851278,0.8768533,3.1359074
2,0,229,2.4008956,0.87314206,3.1515605
2,0,230,2.416675,0.8694122,3.1672044
2,0,231,2.432467,0.8656636,3.1828396
2,0,232,2.4482708,0.8618965,3.198466
2,0,233,2.4640863,0.85811114,3.2140837
2,0,234,2.479913,0.8543077,3.229692
2,0,235,2.4957516,0.85048616,3.2452917
2,0,236,2.5116014,0.8466467,3.2608826
2,0,237,2.5274625,0.8427896,3.2764647
2,0,238,2.5433342,0.83891493,3.2920377
2,0,239,2.5592172,0.83502275,3.3076022
2,0,240,2.575111,0.8311133,3.3231578
2,0,241,2.591015,0.82718664,3.3387048
2,0,242,2.6069295,0.8232431,3.3542428
2,0,243,2.6228545,0.8192826,3.3697724
2,0,244,2.6387897,0.81530535,3.3852932
2,0,245,2.6547346,0.8113116,3.400805
2,0,246,2.6706898,0.8073013,3.4163084
2,0,247,2.6866548,0.80327463,3.4318032
2,0,248,2.7026296,0.79923177,3.4472895
2,0,249,2.7186136,0.7951729,3.462767
2,0,250,2.7346075,0.79109806,3.478236
2,0,251,2.7506106,0.7870074,3.4936965
2,0,252,2.7666228,0.78290105,3.5091484
2,0,253,2.7826438,0.7787792,3.5245914
2,0,254,2.798674,0.7746419,3.5400264
2,0,255,2.8147132,0.7704893,3.555453
2,0,256,2.8307607,0.7663216,3.5708709
2,0,257,2.846817,0.7621388,3.5862806
2,0,258,2.862882,0.75794107,3.601682
2,0,259,2.8789551,0.7537285,3.6170747
2,0,260,2.8950362,0.7495014,3.632459
2,0,261,2.911126,0.74525964,3.647835
2,0,262,2.9272234,0.74100345,3.6632028
2,0,263,2.943329,0.73673296,3.6785624
2,0,264,2.9594421,0.73244834,3.6939135
2,0,265,2.9755633,0.72814953,3.7092564
2,0,266,2.991692,0.7238368,3.7245913
2,0,267,3.0078282,0.7195102,3.739918
2,0,268,3.0239716,0.71516997,3.7552361
2,0,269,3.0401225,0.710816,3.7705464
2,0,270,3.0562806,0.7064486,3.7858486
2,0,271,3.0724454,0.7020679,3.8011425
2,0,272,3.0886176,0.6976738,3.8164284
2,0,273,3.1047966,0.6932665,3.8317063
2,0,274,3.1209824,0.6888462,3.846976
2,0,275,3.1371746,0.68441296,3.8622375
2,0,276,3.1533737,0.6799668,3.8774912
2,0,277,3.1695793,0.6755079,3.8927372
2,0,278,3.1857913,0.67103636,3.907975
2,0,279,3.2020092,0.6665524,3.9232047
2,0,280,3.2182338,0.66205597,3.9384267
2,0,281,3.2344646,0.6575472,3.953641
2,0,282,3.2507012,0.6530263,3.968847
2,0,283,3.266944,0.6484932,3.9840455
2,0,284,3.2831926,0.643948,3.999236
2,0,285,3.299447,0.63939095,4.014419
2,0,286,3.3157067,0.63482213,4.029594
2,0,287,3.3319724,0.6302415,4.044761
2,0,288,3.3482437,0.6256493,4.059921
2,0,289,3.3645203,0.6210455,4.075073
2,0,290,3.380802,0.61643034,4.0902166
2,0,291,3.3970892,0.61180377,4.1053534
2,0,292,3.4133818,0.60716593,4.120482
2,0,293,3.4296794,0.60251695,4.135603
2,0,294,3.4459817,0.597857,4.1507163
2,0,295,3.4622893,0.593186,4.1658225
2,0,296,3.478602,0.58850414,4.180921
2,0,297,3.494919,0.5838116,4.1960115
2,0,298,3.5112412,0.5791082,4.211095
2,0,299,3.527568,0.57439417,4.2261705
2,0,300,3.5438995,0.5696696,4.241239
2,0,301,3.560235,0.56493473,4.2562995
2,0,302,3.5765755,0.56018937,4.271353
2,0,303,3.5929203,0.55543375,4.286399
2,0,304,3.6092694,0.55066794,4.3014374
2,0,305,3.6256223,0.5458921,4.3164682
2,0,306,3.6419797,0.54110616,4.331492
2,0,307,3.6583412,0.5363103,4.3465085
2,0,308,3.6747065,0.5315047,4.3615174
2,0,309,3.691076,0.5266892,4.376519
2,0,310,3.7074494,0.52186394,4.391514
2,0,311,3.7238266,0.5170291,4.4065013
2,0,312,3.7402074,0.5121848,4.421481
2,0,313,3.7565923,0.50733095,4.436454
2,0,314,3.7729807,0.5024677,4.4514194
2,0,315,3.7893727,0.49759513,4.4663777
2,0,316,3.8057678,0.49271342,4.4813285
2,0,317,3.8221667,0.48782244,4.4962726
2,0,318,3.8385692,0.48292238,4.5112095
2,0,319,3.854975,0.47801328,4.5261393
2,0,320,3.8713837,0.47309536,4.5410614
2,0,321,3.887796,0.46816844,4.555977
2,0,322,3.9042113,0.46323273,4.570885
2,0,323,3.9206295,0.45828837,4.5857863
2,0,324,3.937051,0.45333526,4.600681
2,0,325,3.9534757,0.44837356,4.615568
2,0,326,3.9699032,0.44340333,4.6304483
2,0,327,3.9863334,0.43842474,4.6453214
2,0,328,4.0027666,0.43343765,4.6601877
2,0,329,4.0192027,0.42844224,4.675047
2,0,330,4.0356417,0.42343858,4.6898994
2,0,331,4.052083,0.4184268,4.704745
2,0,332,4.068527,0.41340682,4.7195835
2,0,333,4.084974,0.40837875,4.7344155
2,0,334,4.101423,0.40334278,4.74924
2,0,335,4.1178746,0.39829877,4.764058
2,0,336,4.134329,0.3932469,4.778869
2,0,337,4.1507854,0.3881872,4.7936735
2,0,338,4.167244,0.38311985,4.8084707
2,0,339,4.183705,0.3780447,4.8232617
2,0,340,4.200168,0.3729619,4.8380456
2,0,341,4.216634,0.36787155,4.852823
2,0,342,4.2331014,0.36277378,4.867593
2,0,343,4.2495713,0.35766843,4.8823566
2,0,344,4.266043,0.3525557,4.897114
2,0,345,4.282517,0.34743562,4.9118643
2,0,346,4.2989926,0.34230837,4.9266076
2,0,347,4.31547,0.3371738,4.9413447
2,0,348,4.3319497,0.33203202,4.956075
2,0,349,4.3484306,0.32688323,4.9707985
2,0,350,4.364914,0.32172728,4.9855156
2,0,351,4.381399,0.3165643,5.000226
2,0,352,4.397886,0.31139436,5.01493
2,0,353,4.414374,0.30621764,5.029627
2,0,354,4.430864,0.30103394,5.0443177
2,0,355,4.4473557,0.29584345,5.059002
2,0,356,4.463849,0.2906462,5.0736794
2,0,357,4.4803433,0.28544235,5.0883503
2,0,358,4.4968395,0.28023174,5.103015
2,1,0,-0.29618275,0.044268735,-0.59017706
2,1,1,-0.29250184,0.048700243,-0.5809471
2,1,2,-0.28875548,0.053114705,-0.5716509
2,1,3,-0.28494337,0.057511725,-0.5622886
2,1,4,-0.2810653,0.06189091,-0.5528601
2,1,5,-0.27712092,0.066251874,-0.5433655
2,1,6,-0.27311,0.070594214,-0.5338049
2,1,7,-0.2690323,0.07491754,-0.5241783
2,1,8,-0.26488754,0.07922145,-0.5144859
2,1,9,-0.2606755,0.08350555,-0.5047277
2,1,10,-0.2563959,0.087769434,-0.4949039
2,1,11,-0.25204855,0.0920127,-0.4850145
2,1,12,-0.24763317,0.09623496,-0.47505966
2,1,13,-0.24314956,0.100435816,-0.4650395
2,1,14,-0.2385975,0.104614854,-0.45495415
2,1,15,-0.23397677,0.10877167,-0.44480377
2,1,16,-0.22928716,0.11290587,-0.43458846
2,1,17,-0.22452849,0.117017046,-0.42430842
2,1,18,-0.21970056,0.1211048,-0.41396382
2,1,19,-0.21480317,0.12516873,-0.4035548
2,1,20,-0.20983616,0.12920843,-0.39308155
2,1,21,-0.20479934,0.1332235,-0.38254428
2,1,22,-0.19969255,0.13721356,-0.37194318
2,1,23,-0.19451563,0.14117819,-0.36127847
2,1,24,-0.18926844,0.145117,-0.35055035
2,1,25,-0.18395081,0.14902958,-0.33975905
2,1,26,-0.17856263,0.15291555,-0.3289048
2,1,27,-0.17310375,0.15677452,-0.31798786
2,1,28,-0.16757406,0.16060609,-0.30700848
2,1,29,-0.16197346,0.16440985,-0.29596692
2,1,30,-0.15630181,0.16818543,-0.28486344
2,1,31,-0.15055904,0.17193244,-0.27369833
2,1,32,-0.14474504,0.1756505,-0.26247185
2,1,33,-0.13885973,0.17933923,-0.2511843
2,1,34,-0.13290304,0.18299823,-0.23983602
2,1,35,-0.12687491,0.18662713,-0.22842729
2,1,36,-0.12077528,0.19022556,-0.21695846
2,1,37,-0.11460408,0.19379315,-0.20542982
2,1,38,-0.108361274,0.19732954,-0.19384173
2,1,39,-0.10204683,0.20083435,-0.18219453
2,1,40,-0.095660724,0.20430721,-0.17048858
2,1,41,-0.08920293,0.20774779,-0.15872423
2,1,42,-0.08267347,0.2111557,-0.1469019
2,1,43,-0.07607229,0.21453062,-0.1350219
2,1,44,-0.06939943,0.21787219,-0.123084635
2,1,45,-0.06265491,0.22118005,-0.11109055
2,1,46,-0.055838726,0.2244539,-0.09903997
2,1,47,-0.048950925,0.22769338,-0.086933345
2,1,48,-0.041991547,0.23089816,-0.074771084
2,1,49,-0.03496064,0.23406792,-0.06255362
2,1,50,-0.027858257,0.23720233,-0.050281383
2,1,51,-0.020684466,0.24030107,-0.037954807
2,1,52,-0.0134393405,0.24336384,-0.025574341
2,1,53,-0.0061229616,0.24639033,-0.01314044
2,1,54,0.0012645815,0.24938023,-0.00065356214
2,1,55,0.008723192,0.25233325,0.011885826
2,1,56,0.016252764,0.2552491,0.02447725
2,1,57,0.023853183,0.2581275,0.037120234
2,1,58,0.031524286,0.26096815,0.049814224
2,1,59,0.039266024,0.26377082,0.06255886
2,1,60,0.047078222,0.2665352,0.075353585
2,1,61,0.05496073,0.26926103,0.088197894
2,1,62,0.0629134,0.27194807,0.10109127
2,1,63,0.07093608,0.27459604,0.114033215
2,1,64,0.07902858,0.27720472,0.12702319
2,1,65,0.08719073,0.27977386,0.1400607
2,1,66,0.095422365,0.2823032,0.1531452
2,1,67,0.10372328,0.28479257,0.16627614
2,1,68,0.11209328,0.2872417,0.17945302
2,1,69,0.120532155,0.28965038,0.19267528
2,1,70,0.1290397,0.2920184,0.20594238
2,1,71,0.13761565,0.2943456,0.21925369
2,1,72,0.14625987,0.29663172,0.23260881
2,1,73,0.15497209,0.2988766,0.24600711
2,1,74,0.16375206,0.30108008,0.25944805
2,1,75,0.17259955,0.30324194,0.27293104
2,1,76,0.18151431,0.30536202,0.2864555
2,1,77,0.19049606,0.30744016,0.30002093
2,1,78,0.19954455,0.3094762,0.3136267
2,1,79,0.20865953,0.31146997,0.3272723
2,1,80,0.2178407,0.31342137,0.3409571
2,1,81,0.2270878,0.3153302,0.35468057
2,1,82,0.23640053,0.31719637,0.3684421
2,1,83,0.2457786,0.31901973,0.38224113
2,1,84,0.2552217,0.3208002,0.396077
2,1,85,0.2647296,0.3225376,0.4099493
2,1,86,0.27430192,0.32423186,0.42385736
2,1,87,0.28393838,0.32588288,0.43780062
2,1,88,0.29363868,0.32749057,0.45177847
2,1,89,0.30340245,0.3290548,0.4657904
2,1,90,0.31322938,0.33057553,0.4798357
2,1,91,0.32311925,0.33205268,0.493914
2,1,92,0.33307156,0.33348614,0.50802445
2,1,93,0.34308615,0.33487588,0.5221668
2,1,94,0.35316247,0.33622184,0.5363401
2,1,95,0.3633004,0.33752397,0.5505442
2,1,96,0.37349942,0.3387822,0.56477815
2,1,97,0.38375935,0.3399965,0.57904166
2,1,98,0.39407963,0.34116682,0.5933339
2,1,99,0.4044601,0.34229317,0.60765463
2,1,100,0.41490024,0.3433755,0.62200296
2,1,101,0.42539987,0.34441382,0.6363786
2,1,102,0.43595842,0.34540805,0.65078074
2,1,103,0.4465756,0.34635824,0.66520894
2,1,104,0.45725122,0.34726438,0.6796628
2,1,105,0.46798462,0.34812647,0.6941415
2,1,106,0.47877568,0.34894454,0.70864475
2,1,107,0.4896238,0.34971857,0.7231717
2,1,108,0.5005289,0.3504486,0.73772216
2,1,109,0.5114902,0.35113466,0.7522953
2,1,110,0.5225077,0.35177678,0.7668909
2,1,111,0.5335808,0.352375,0.781508
2,1,112,0.5447092,0.35292935,0.7961466
2,1,113,0.5558924,0.3534399,0.8108056
2,1,114,0.56713027,0.35390666,0.82548505
2,1,115,0.5784221,0.35432974,0.840184
2,1,116,0.5897677,0.35470915,0.8549021
2,1,117,0.6011667,0.355045,0.86963904
2,1,118,0.6126186,0.35533732,0.884394
2,1,119,0.6241232,0.35558623,0.89916676
2,1,120,0.63567984,0.35579178,0.9139566
2,1,121,0.6472884,0.35595405,0.9287633
2,1,122,0.6589482,0.35607314,0.94358605
2,1,123,0.6706591,0.35614914,0.95842475
2,1,124,0.68242055,0.35618216,0.9732786
2,1,125,0.69423234,0.3561723,0.9881474
2,1,126,0.7060938,0.35611966,1.0030304
2,1,127,0.7180048,0.35602435,1.0179275
2,1,128,0.72996473,0.3558865,1.032838
2,1,129,0.7419733,0.3557062,1.0477614
2,1,130,0.7540302,0.35548356,1.0626976
2,1,131,0.7661349,0.35521877,1.0776459
2,1,132,0.7782872,0.3549119,1.0926061
2,1,133,0.7904864,0.35456312,1.1075774
2,1,134,0.8027324,0.35417253,1.1225599
2,1,135,0.8150246,0.3537403,1.1375527
2,1,136,0.82736284,0.35326657,1.1525558
2,1,137,0.8397465,0.3527515,1.1675686
2,1,138,0.85217535,0.3521952,1.1825907
2,1,139,0.8646488,0.35159788,1.1976217
2,1,140,0.87716675,0.35095963,1.2126614
2,1,141,0.8897285,0.35028067,1.2277092
2,1,142,0.9023338,0.34956113,1.2427648
2,1,143,0.91498244,0.34880117,1.2578281
2,1,144,0.92767376,0.34800097,1.2728984
2,1,145,0.94040763,0.34716073,1.2879757
2,1,146,0.9531834,0.3462806,1.3030592
2,1,147,0.966001,0.34536076,1.3181491
2,1,148,0.97885966,0.34440136,1.3332446
2,1,149,0.99175936,0.3434026,1.3483456
2,1,150,1.0046995,0.34236467,1.3634517
2,1,151,1.0176798,0.34128776,1.3785628
2,1,152,1.0306997,0.34017208,1.3936783
2,1,153,1.0437592,0.33901778,1.4087982
2,1,154,1.0568576,0.33782506,1.4239218
2,1,155,1.0699946,0.33659413,1.4390491
2,1,156,1.0831699,0.33532518,1.45418
2,1,157,1.0963831,0.3340184,1.4693137
2,1,158,1.1096339,0.33267403,1.4844505
2,1,159,1.1229218,0.33129224,1.4995896
2,1,160,1.1362467,0.3298732,1.5147312
2,1,161,1.1496078,0.32841718,1.5298747
2,1,162,1.1630051,0.32692435,1.5450201
2,1,163,1.176438,0.32539496,1.560167
2,1,164,1.1899064,0.32382914,1.5753152
2,1,165,1.2034097,0.32222718,1.5904645
2,1,166,1.2169478,0.32058924,1.6056147
2,1,167,1.23052,0.31891558,1.6207653
2,1,168,1.2441262,0.31720638,1.6359164
2,1,169,1.2577661,0.31546184,1.6510677
2,1,170,1.2714392,0.31368223,1.666219
2,1,171,1.2851453,0.3118677,1.6813701
2,1,172,1.2988838,0.31001857,1.6965207
2,1,173,1.3126547,0.30813497,1.7116708
2,1,174,1.3264574,0.30621716,1.7268199
2,1,175,1.3402917,0.30426532,1.7419682
2,1,176,1.3541571,0.3022797,1.7571151
2,1,177,1.3680536,0.30026054,1.7722609
2,1,178,1.3819804,0.29820806,1.7874049
2,1,179,1.3959376,0.29612243,1.8025473
2,1,180,1.4099246,0.2940039,1.817688
2,1,181,1.4239413,0.2918527,1.8328266
2,1,182,1.4379869,0.28966913,1.8479627
2,1,183,1.4520617,0.28745326,1.8630968
2,1,184,1.4661651,0.28520542,1.8782284
2,1,185,1.4802969,0.28292578,1.8933574
2,1,186,1.4944563,0.28061464,1.9084833
2,1,187,1.5086437,0.27827215,1.9236065
2,1,188,1.5228585,0.27589855,1.9387268
2,1,189,1.5371003,0.27349406,1.9538438
2,1,190,1.5513686,0.27105898,1.9689573
2,1,191,1.5656637,0.2685934,1.9840677
2,1,192,1.5799849,0.2660976,1.9991745
2,1,193,1.5943316,0.2635719,2.0142775
2,1,194,1.6087042,0.26101637,2.029377
2,1,195,1.6231021,0.2584313,2.0444725
2,1,196,1.637525,0.25581688,2.059564
2,1,197,1.6519722,0.25317344,2.0746512
2,1,198,1.6664442,0.25050107,2.0897346
2,1,199,1.6809403,0.24780002,2.1048136
2,1,200,1.6954602,0.24507055,2.1198883
2,1,201,1.7100034,0.2423129,2.1349583
2,1,202,1.7245702,0.23952718,2.150024
2,1,203,1.73916,0.23671368,2.1650848
2,1,204,1.7537725,0.2338726,2.1801412
2,1,205,1.7684072,0.23100424,2.1951923
2,1,206,1.7830644,0.22810867,2.210239
2,1,207,1.7977436,0.22518618,2.2252805
2,1,208,1.8124441,0.22223704,2.2403169
2,1,209,1.8271663,0.21926133,2.2553482
2,1,210,1.8419096,0.21625933,2.2703745
2,1,211,1.856674,0.21323125,2.2853956
2,1,212,1.8714585,0.21017736,2.300411
2,1,213,1.8862638,0.20709775,2.3154213
2,1,214,1.9010893,0.2039927,2.3304262
2,1,215,1.9159347,0.20086238,2.3454256
2,1,216,1.9307994,0.19770709,2.360419
2,1,217,1.9456838,0.1945269,2.3754072
2,1,218,1.9605875,0.19132207,2.3903897
2,1,219,1.9755098,0.18809289,2.4053662
2,1,220,1.990451,0.1848394,2.4203372
2,1,221,2.0054107,0.18156187,2.4353025
