fold,seq,t,z1,z2,z3
0,3,212,-0.027641376,2.8699691,-2.9053755
0,3,213,-0.020412529,2.8815737,-2.9149306
0,3,214,-0.013170112,2.893147,-2.9244752
0,3,215,-0.0059142527,2.904689,-2.9340093
0,3,216,0.0013547656,2.9161997,-2.9435325
0,3,217,0.008637127,2.9276793,-2.9530451
0,3,218,0.015932549,2.9391277,-2.962547
0,3,219,0.023240754,2.9505446,-2.972038
0,3,220,0.030561935,2.9619305,-2.9815183
0,3,221,0.037895814,2.9732854,-2.9909875
0,3,222,0.045242272,2.9846091,-3.0004458
0,3,223,0.052601036,2.9959013,-3.0098927
0,3,224,0.0599723,3.0071628,-3.0193286
0,3,225,0.0673558,3.018393,-3.0287533
0,3,226,0.074751414,3.029592,-3.0381665
0,3,227,0.082158886,3.0407598,-3.047568
0,3,228,0.08957841,3.0518968,-3.0569584
0,3,229,0.097009726,3.0630026,-3.0663373
0,3,230,0.104452565,3.0740771,-3.0757043
0,3,231,0.11190714,3.085121,-3.08506
0,3,232,0.11937319,3.0961337,-3.0944037
0,3,233,0.1268506,3.1071155,-3.1037357
0,3,234,0.13433914,3.118066,-3.1130555
0,3,235,0.141839,3.128986,-3.1223636
0,3,236,0.14934993,3.1398747,-3.1316597
0,3,237,0.15687183,3.1507325,-3.1409438
0,3,238,0.16440444,3.1615593,-3.1502154
0,3,239,0.17194799,3.1723554,-3.159475
0,3,240,0.17950223,3.1831207,-3.1687226
0,3,241,0.18706708,3.1938553,-3.1779578
0,3,242,0.19464226,3.2045586,-3.1871803
0,3,243,0.20222801,3.2152314,-3.1963906
0,3,244,0.20982409,3.2258735,-3.2055886
0,3,245,0.21743023,3.2364845,-3.2147737
0,3,246,0.2250467,3.247065,-3.2239463
0,3,247,0.23267323,3.257615,-3.2331064
0,3,248,0.24030973,3.2681344,-3.2422538
0,3,249,0.24795598,3.2786229,-3.2513883
0,3,250,0.2556122,3.2890809,-3.2605102
0,3,251,0.26327816,3.2995083,-3.2696192
0,3,252,0.27095377,3.3099053,-3.2787154
0,3,253,0.2786388,3.3202715,-3.2877984
0,3,254,0.2863335,3.3306074,-3.2968686
0,3,255,0.2940376,3.3409128,-3.3059258
0,3,256,0.3017509,3.3511875,-3.3149698
0,3,257,0.30947363,3.361432,-3.3240008
0,3,258,0.31720555,3.3716462,-3.3330188
0,3,259,0.3249466,3.38183,-3.3420234
0,3,260,0.33269656,3.3919833,-3.3510146
0,3,261,0.34045565,3.4021063,-3.3599927
0,3,262,0.34822366,3.412199,-3.3689575
0,3,263,0.3560005,3.4222615,-3.377909
0,3,264,0.36378598,3.4322937,-3.3868465
0,3,265,0.37158033,3.4422958,-3.395771
0,3,266,0.37938333,3.452268,-3.404682
0,3,267,0.38719493,3.4622097,-3.4135792
0,3,268,0.39501488,3.4721212,-3.4224627
0,3,269,0.40284345,3.482003,-3.4313328
0,3,270,0.4106804,3.4918547,-3.4401894
0,3,271,0.41852555,3.501676,-3.449032
0,3,272,0.4263791,3.511468,-3.4578612
0,3,273,0.4342409,3.5212297,-3.4666765
0,3,274,0.44211087,3.5309618,-3.475478
0,3,275,0.44998875,3.5406635,-3.4842653
0,3,276,0.45787483,3.5503356,-3.4930391
0,3,277,0.4657689,3.559978,-3.5017989
0,3,278,0.4736709,3.5695906,-3.5105448
0,3,279,0.48158062,3.5791733,-3.5192766
0,3,280,0.48949832,3.5887265,-3.5279946
0,3,281,0.4974238,3.59825,-3.5366986
0,3,282,0.50535685,3.6077435,-3.5453882
0,3,283,0.51329774,3.6172078,-3.554064
0,3,284,0.5212462,3.6266425,-3.5627255
0,3,285,0.5292022,3.6360476,-3.571373
0,3,286,0.53716564,3.6454232,-3.5800061
0,3,287,0.5451367,3.6547694,-3.5886252
0,3,288,0.5531151,3.664086,-3.59723
0,3,289,0.56110096,3.6733735,-3.6058204
0,3,290,0.56909394,3.6826313,-3.6143966
0,3,291,0.5770944,3.69186,-3.6229587
0,3,292,0.585102,3.7010593,-3.6315062
0,3,293,0.5931169,3.7102294,-3.6400394
0,3,294,0.6011387,3.7193701,-3.6485581
0,3,295,0.6091678,3.7284818,-3.6570625
0,3,296,0.617204,3.7375643,-3.6655526
0,3,297,0.62524706,3.7466176,-3.674028
0,3,298,0.63329726,3.755642,-3.682489
0,3,299,0.6413544,3.7646372,-3.6909356
0,3,300,0.6494184,3.7736034,-3.6993678
0,3,301,0.6574891,3.7825406,-3.7077851
0,3,302,0.6655668,3.7914488,-3.7161882
0,3,303,0.6736513,3.8003283,-3.7245765
0,3,304,0.6817425,3.8091788,-3.7329502
0,3,305,0.68984026,3.8180003,-3.7413092
0,3,306,0.6979449,3.8267932,-3.7496538
0,3,307,0.7060561,3.8355572,-3.7579837
0,3,308,0.7141738,3.8442924,-3.7662988
0,3,309,0.7222982,3.852999,-3.7745993
0,3,310,0.7304291,3.861677,-3.782885
0,3,311,0.7385665,3.8703263,-3.791156
0,3,312,0.74671024,3.8789468,-3.7994123
0,3,313,0.7548605,3.887539,-3.807654
0,3,314,0.76301724,3.8961027,-3.8158808
0,3,315,0.7711803,3.9046378,-3.8240929
0,3,316,0.7793495,3.9131444,-3.83229
0,3,317,0.7875252,3.9216228,-3.8404722
0,3,318,0.79570717,3.9300728,-3.8486397
0,3,319,0.80389535,3.9384944,-3.8567924
0,3,320,0.81208956,3.9468875,-3.8649302
0,3,321,0.82029015,3.9552524,-3.873053
0,3,322,0.8284969,3.9635892,-3.8811612
0,3,323,0.83670956,3.9718976,-3.8892543
0,3,324,0.8449285,3.980178,-3.8973327
0,3,325,0.8531535,3.9884305,-3.905396
0,3,326,0.8613846,3.9966547,-3.9134445
0,3,327,0.86962146,4.004851,-3.9214778
0,3,328,0.87786454,4.013019,-3.9294963
0,3,329,0.8861136,4.021159,-3.9374998
0,3,330,0.8943685,4.029271,-3.9454885
0,3,331,0.9026292,4.0373554,-3.953462
0,3,332,0.91089594,4.0454116,-3.9614205
0,3,333,0.91916853,4.05344,-3.9693642
0,3,334,0.9274468,4.0614405,-3.9772925
0,3,335,0.93573105,4.0694137,-3.9852061
0,3,336,0.9440211,4.0773587,-3.9931047
0,3,337,0.9523169,4.085276,-4.000988
0,3,338,0.96061826,4.093166,-4.0088563
0,3,339,0.96892554,4.101028,-4.01671
0,3,340,0.9772385,4.1088624,-4.024548
0,3,341,0.9855571,4.1166697,-4.0323715
0,3,342,0.99388117,4.1244493,-4.0401797
0,3,343,1.0022111,4.132201,-4.0479727
0,3,344,1.0105466,4.139926,-4.055751
0,3,345,1.0188876,4.147623,-4.0635138
0,3,346,1.0272342,4.1552925,-4.0712614
0,3,347,1.0355865,4.162935,-4.0789943
0,3,348,1.0439442,4.17055,-4.086712
0,3,349,1.0523074,4.1781373,-4.094414
0,3,350,1.0606761,4.185698,-4.102102
0,3,351,1.0690503,4.1932316,-4.109774
0,3,352,1.07743,4.200738,-4.117431
0,3,353,1.085815,4.2082167,-4.125073
0,3,354,1.0942055,4.2156687,-4.1327
0,3,355,1.1026014,4.2230935,-4.1403117
0,3,356,1.1110028,4.230491,-4.147908
0,3,357,1.1194093,4.2378616,-4.1554894
0,3,358,1.1278214,4.2452054,-4.163056
0,4,0,-0.1574851,0.1980184,0.303297
0,4,1,-0.16186848,0.2080826,0.29933795
0,4,2,-0.16622002,0.21818988,0.29534626
0,4,3,-0.17053941,0.22833979,0.29132208
0,4,4,-0.17482635,0.2385319,0.28726557
0,4,5,-0.17908056,0.24876575,0.2831769
0,4,6,-0.18330175,0.2590409,0.2790562
0,4,7,-0.18748964,0.26935688,0.27490363
0,4,8,-0.19164395,0.27971324,0.27071935
0,4,9,-0.19576442,0.29010954,0.26650354
0,4,10,-0.1998508,0.30054533,0.26225632
0,4,11,-0.2039028,0.31102014,0.2579779
0,4,12,-0.20792018,0.3215335,0.25366843
0,4,13,-0.2119027,0.33208498,0.24932805
0,4,14,-0.2158501,0.34267414,0.24495693
0,4,15,-0.21976213,0.35330045,0.24055524
0,4,16,-0.22363858,0.3639635,0.23612316
0,4,17,-0.2274792,0.37466285,0.23166084
0,4,18,-0.23128378,0.38539797,0.22716847
0,4,19,-0.2350521,0.39616844,0.2226462
0,4,20,-0.23878391,0.40697378,0.21809421
0,4,21,-0.24247903,0.41781354,0.21351267
0,4,22,-0.24613725,0.42868724,0.20890175
0,4,23,-0.24975835,0.43959442,0.20426162
0,4,24,-0.25334215,0.45053464,0.19959246
0,4,25,-0.25688845,0.4615074,0.19489443
0,4,26,-0.26039708,0.47251227,0.19016773
0,4,27,-0.26386783,0.48354876,0.18541251
0,4,28,-0.26730052,0.4946164,0.18062896
0,4,29,-0.270695,0.50571465,0.17581727
0,4,30,-0.2740511,0.5168432,0.17097758
0,4,31,-0.27736863,0.5280015,0.16611008
0,4,32,-0.28064746,0.53918904,0.16121498
0,4,33,-0.28388742,0.55040544,0.15629242
0,4,34,-0.28708836,0.56165016,0.1513426
0,4,35,-0.29025015,0.57292277,0.1463657
0,4,36,-0.29337263,0.5842228,0.1413619
0,4,37,-0.29645568,0.59554976,0.13633138
0,4,38,-0.29949915,0.60690325,0.13127431
0,4,39,-0.30250293,0.61828274,0.12619089
0,4,40,-0.3054669,0.6296878,0.12108128
0,4,41,-0.30839092,0.64111793,0.115945674
0,4,42,-0.31127486,0.6525727,0.11078427
0,4,43,-0.31411865,0.66405165,0.10559722
0,4,44,-0.3169222,0.6755543,0.10038473
0,4,45,-0.31968534,0.68708014,0.095146984
0,4,46,-0.32240802,0.6986288,0.08988415
0,4,47,-0.32509014,0.7101998,0.08459642
0,4,48,-0.3277316,0.7217926,0.07928398
0,4,49,-0.33033237,0.7334068,0.07394702
0,4,50,-0.3328923,0.74504197,0.06858572
0,4,51,-0.33541134,0.7566976,0.06320027
0,4,52,-0.33788943,0.76837325,0.057790853
0,4,53,-0.3403265,0.7800685,0.05235765
0,4,54,-0.34272245,0.7917829,0.046900854
0,4,55,-0.34507728,0.803516,0.041420646
0,4,56,-0.3473909,0.8152672,0.03591722
0,4,57,-0.34966323,0.8270362,0.030390754
0,4,58,-0.35189426,0.8388225,0.02484147
0,4,59,-0.35408396,0.8506257,0.019269496
0,4,60,-0.35623226,0.8624453,0.013675047
0,4,61,-0.35833913,0.87428087,0.008058311
0,4,62,-0.36040455,0.886132,0.002419475
0,4,63,-0.3624285,0.8979982,-0.003241274
0,4,64,-0.36441088,0.9098791,-0.0089237485
0,4,65,-0.36635175,0.92177415,-0.014627759
0,4,66,-0.36825106,0.933683,-0.02035312
0,4,67,-0.37010878,0.9456051,-0.02609964
0,4,68,-0.37192494,0.95754015,-0.031867135
0,4,69,-0.37369952,0.96948767,-0.037655417
0,4,70,-0.3754325,0.9814472,-0.043464296
0,4,71,-0.37712386,0.9934183,-0.049293555
0,4,72,-0.37877363,1.0054005,-0.055143066
0,4,73,-0.38038182,1.0173936,-0.06101261
0,4,74,-0.38194844,1.029397,-0.066902004
0,4,75,-0.3834735,1.0414103,-0.07281105
0,4,76,-0.384957,1.0534331,-0.07873957
0,4,77,-0.38639894,1.0654649,-0.084687375
0,4,78,-0.38779938,1.0775054,-0.09065427
0,4,79,-0.38915834,1.0895541,-0.09664007
0,4,80,-0.39047584,1.1016105,-0.10264459
0,4,81,-0.39175192,1.1136744,-0.10866765
0,4,82,-0.3929866,1.1257453,-0.11470905
0,4,83,-0.39417994,1.1378227,-0.12076861
0,4,84,-0.39533195,1.1499063,-0.1268461
0,4,85,-0.3964427,1.1619956,-0.13294141
0,4,86,-0.39751223,1.1740905,-0.13905431
0,4,87,-0.3985406,1.1861902,-0.14518462
0,4,88,-0.39952782,1.1982946,-0.15133215
0,4,89,-0.40047395,1.2104032,-0.15749672
0,4,90,-0.40137908,1.2225155,-0.16367811
0,4,91,-0.40224326,1.2346313,-0.16987622
0,4,92,-0.40306655,1.24675,-0.17609075
0,4,93,-0.403849,1.2588716,-0.18232164
0,4,94,-0.4045907,1.2709953,-0.18856856
0,4,95,-0.4052917,1.2831209,-0.19483148
0,4,96,-0.4059521,1.2952479,-0.20111005
0,4,97,-0.40657195,1.3073763,-0.20740424
0,4,98,-0.40715137,1.3195052,-0.21371374
0,4,99,-0.4076904,1.3316346,-0.22003849
0,4,100,-0.40818912,1.343764,-0.22637817
0,4,101,-0.40864763,1.3558931,-0.23273273
0,4,102,-0.40906602,1.3680215,-0.23910186
0,4,103,-0.4094444,1.3801488,-0.24548542
0,4,104,-0.4097828,1.3922747,-0.25188333
0,4,105,-0.41008136,1.4043988,-0.25829524
0,4,106,-0.4103402,1.416521,-0.26472113
0,4,107,-0.41055936,1.4286405,-0.27116066
0,4,108,-0.41073897,1.4407573,-0.27761382
0,4,109,-0.41087914,1.4528708,-0.28408027
0,4,110,-0.41097996,1.4649811,-0.29055995
0,4,111,-0.41104156,1.4770874,-0.29705256
0,4,112,-0.41106403,1.4891896,-0.30355805
0,4,113,-0.4110475,1.5012872,-0.31007612
0,4,114,-0.41099206,1.5133802,-0.31660673
0,4,115,-0.41089782,1.5254679,-0.32314953
0,4,116,-0.41076493,1.5375501,-0.32970443
0,4,117,-0.41059348,1.5496266,-0.33627135
0,4,118,-0.4103836,1.5616969,-0.34284994
0,4,119,-0.41013545,1.5737609,-0.3494402
0,4,120,-0.4098491,1.585818,-0.35604176
0,4,121,-0.4095247,1.5978683,-0.36265463
0,4,122,-0.40916237,1.6099112,-0.36927846
0,4,123,-0.40876225,1.6219466,-0.37591323
0,4,124,-0.40832445,1.6339738,-0.38255864
0,4,125,-0.40784913,1.645993,-0.38921463
0,4,126,-0.4073364,1.6580034,-0.3958809
0,4,127,-0.4067864,1.6700053,-0.40255743
0,4,128,-0.4061993,1.6819979,-0.4092439
0,4,129,-0.40557522,1.6939812,-0.41594023
0,4,130,-0.40491426,1.7059549,-0.42264628
0,4,131,-0.40421662,1.7179185,-0.42936176
0,4,132,-0.4034824,1.7298721,-0.43608662
0,4,133,-0.40271178,1.7418151,-0.44282058
0,4,134,-0.40190488,1.7537473,-0.4495636
0,4,135,-0.40106186,1.7656685,-0.45631537
0,4,136,-0.40018284,1.7775785,-0.46307588
0,4,137,-0.399268,1.7894769,-0.4698448
0,4,138,-0.3983175,1.8013636,-0.4766221
0,4,139,-0.39733145,1.8132381,-0.48340753
0,4,140,-0.39631003,1.8251005,-0.490201
0,4,141,-0.39525342,1.8369502,-0.49700224
0,4,142,-0.39416173,1.8487871,-0.5038112
0,4,143,-0.3930351,1.8606111,-0.5106277
0,4,144,-0.39187375,1.8724217,-0.51745147
0,4,145,-0.39067778,1.884219,-0.5242825
0,4,146,-0.3894474,1.8960024,-0.5311205
0,4,147,-0.3881827,1.907772,-0.5379654
0,4,148,-0.3868839,1.9195273,-0.544817
0,4,149,-0.38555115,1.9312683,-0.55167514
0,4,150,-0.3841846,1.9429946,-0.5585396
0,4,151,-0.3827844,1.9547062,-0.56541044
0,4,152,-0.38135076,1.9664026,-0.57228726
0,4,153,-0.37988377,1.978084,-0.5791701
0,4,154,-0.37838367,1.9897497,-0.5860587
0,4,155,-0.37685058,2.0013998,-0.59295285
0,4,156,-0.37528467,2.013034,-0.59985256
0,4,157,-0.37368613,2.0246522,-0.6067575
0,4,158,-0.37205508,2.0362542,-0.6136677
0,4,159,-0.37039173,2.0478396,-0.6205829
0,4,160,-0.3686962,2.0594087,-0.627503
0,4,161,-0.36696872,2.0709608,-0.6344277
0,4,162,-0.3652094,2.082496,-0.6413571
0,4,163,-0.36341846,2.0940137,-0.6482909
0,4,164,-0.36159602,2.1055143,-0.655229
0,4,165,-0.35974228,2.1169972,-0.6621711
0,4,166,-0.3578574,2.1284626,-0.66911733
0,4,167,-0.35594156,2.13991,-0.67606735
0,4,168,-0.35399494,2.1513393,-0.68302107
0,4,169,-0.35201764,2.1627505,-0.6899784
0,4,170,-0.35000992,2.1741433,-0.6969391
0,4,171,-0.3479719,2.1855178,-0.70390314
0,4,172,-0.34590375,2.1968734,-0.71087027
0,4,173,-0.34380564,2.2082105,-0.7178405
0,4,174,-0.34167778,2.2195284,-0.7248135
0,4,175,-0.33952028,2.2308273,-0.73178935
0,4,176,-0.33733335,2.242107,-0.7387677
0,4,177,-0.33511713,2.2533672,-0.7457486
0,4,178,-0.33287185,2.264608,-0.75273174
0,4,179,-0.3305976,2.275829,-0.75971717
0,4,180,-0.3282946,2.2870305,-0.7667047
0,4,181,-0.32596302,2.2982118,-0.7736941
0,4,182,-0.32360306,2.309373,-0.7806852
0,4,183,-0.3212148,2.3205142,-0.7876781
0,4,184,-0.31879845,2.3316352,-0.7946726
0,4,185,-0.3163542,2.3427358,-0.8016685
0,4,186,-0.31388223,2.3538156,-0.8086656
0,4,187,-0.31138265,2.364875,-0.81566393
0,4,188,-0.30885565,2.3759139,-0.82266337
0,4,189,-0.30630141,2.386932,-0.8296637
0,4,190,-0.30372015,2.3979287,-0.8366647
0,4,191,-0.3011119,2.4089048,-0.8436665
0,4,192,-0.29847693,2.4198596,-0.8506689
0,4,193,-0.29581544,2.430793,-0.8576716
0,4,194,-0.29312748,2.4417052,-0.86467475
0,4,195,-0.29041326,2.452596,-0.8716781
0,4,196,-0.28767297,2.4634652,-0.87868154
0,4,197,-0.28490683,2.4743128,-0.88568485
0,4,198,-0.28211486,2.485139,-0.89268816
0,4,199,-0.27929732,2.495943,-0.89969116
0,4,200,-0.27645436,2.5067255,-0.9066938
0,4,201,-0.27358618,2.5174859,-0.9136959
0,4,202,-0.27069286,2.5282242,-0.92069745
0,4,203,-0.26777458,2.5389407,-0.9276984
0,4,204,-0.2648315,2.549635,-0.93469846
0,4,205,-0.2618639,2.5603068,-0.9416975
0,4,206,-0.25887173,2.5709565,-0.94869566
0,4,207,-0.2558553,2.5815837,-0.9556927
0,4,208,-0.25281477,2.5921884,-0.9626884
0,4,209,-0.24975018,2.6027708,-0.9696829
0,4,210,-0.24666177,2.6133308,-0.9766759
0,4,211,-0.24354967,2.6238682,-0.98366743
0,4,212,-0.24041413,2.6343827,-0.99065715
0,4,213,-0.23725514,2.6448746,-0.99764526
0,4,214,-0.23407294,2.6553438,-1.0046315
0,4,215,-0.23086768,2.66579,-1.0116159
0,4,216,-0.22763959,2.6762135,-1.018598
0,4,217,-0.22438866,2.686614,-1.0255781
0,4,218,-0.22111513,2.6969917,-1.032556
0,4,219,-0.21781921,2.7073462,-1.0395315
0,4,220,-0.21450093,2.7176778,-1.0465046
0,4,221,-0.2111605,2.7279863,-1.0534753
0,4,222,-0.20779805,2.7382717,-1.0604434
0,4,223,-0.2044138,2.748534,-1.0674087
0,4,224,-0.20100777,2.758773,-1.0743713
0,4,225,-0.19758017,2.768989,-1.0813311
0,4,226,-0.19413115,2.7791817,-1.088288
0,4,227,-0.19066092,2.789351,-1.0952415
0,4,228,-0.18716948,2.7994971,-1.1021922
0,4,229,-0.18365704,2.80962,-1.1091396
0,4,230,-0.1801238,2.8197193,-1.1160835
0,4,231,-0.17656979,2.8297954,-1.1230242
0,4,232,-0.1729952,2.839848,-1.1299615
0,4,233,-0.16940017,2.8498774,-1.1368952
0,4,234,-0.16578493,2.859883,-1.1438252
0,4,235,-0.16214944,2.8698657,-1.1507516
0,4,236,-0.15849394,2.8798246,-1.1576742
0,4,237,-0.15481853,2.8897603,-1.164593
0,4,238,-0.15112346,2.899672,-1.1715077
0,4,239,-0.14740868,2.9095607,-1.1784185
0,4,240,-0.14367442,2.9194257,-1.1853253
0,4,241,-0.13992079,2.9292674,-1.1922278
0,4,242,-0.13614802,2.9390852,-1.1991261
0,4,243,-0.13235608,2.9488797,-1.2060202
0,4,244,-0.12854517,2.9586506,-1.2129099
0,4,245,-0.12471549,2.9683979,-1.2197951
0,4,246,-0.12086703,2.9781218,-1.2266759
0,4,247,-0.116999984,2.987822,-1.2335521
0,4,248,-0.113114476,2.997499,-1.2404237
0,4,249,-0.10921072,3.007152,-1.2472904
0,4,250,-0.10528867,3.0167818,-1.2541524
0,4,251,-0.101348534,3.026388,-1.2610096
0,4,252,-0.097390436,3.0359707,-1.2678618
0,4,253,-0.093414575,3.0455296,-1.274709
0,4,254,-0.089420915,3.0550652,-1.2815512
0,4,255,-0.08540965,3.0645773,-1.2883885
0,4,256,-0.081380986,3.0740657,-1.2952204
0,4,257,-0.07733487,3.083531,-1.3020473
0,4,258,-0.07327151,3.0929725,-1.3088688
0,4,259,-0.069191016,3.1023908,-1.315685
0,4,260,-0.06509359,3.1117854,-1.3224957
0,4,261,-0.060979176,3.1211567,-1.3293011
0,4,262,-0.05684797,3.1305046,-1.336101
0,4,263,-0.05270009,3.1398292,-1.3428954
0,4,264,-0.048535734,3.14913,-1.349684
0,4,265,-0.044354837,3.1584077,-1.356467
0,4,266,-0.040157598,3.1676621,-1.3632443
0,4,267,-0.035944123,3.1768932,-1.3700159
0,4,268,-0.03171461,3.1861007,-1.3767815
0,4,269,-0.027468992,3.195285,-1.3835413
0,4,270,-0.023207463,3.204446,-1.3902953
0,4,271,-0.018930221,3.2135837,-1.3970431
0,4,272,-0.014637187,3.2226982,-1.4037851
0,4,273,-0.010328558,3.2317896,-1.410521
0,4,274,-0.006004437,3.2408578,-1.4172509
0,4,275,-0.0016650194,3.2499027,-1.4239744
0,4,276,0.0026897788,3.2589245,-1.4306918
0,4,277,0.0070597637,3.267923,-1.437403
0,4,278,0.011444835,3.2768986,-1.4441079
0,4,279,0.0158448,3.285851,-1.4508063
0,4,280,0.020259745,3.2947805,-1.4574984
0,4,281,0.024689483,3.3036869,-1.4641842
0,4,282,0.029133819,3.31257,-1.4708633
0,4,283,0.033592846,3.3214307,-1.4775361
0,4,284,0.038066376,3.3302681,-1.4842023
0,4,285,0.042554315,3.3390827,-1.4908619
0,4,286,0.047056474,3.3478744,-1.4975147
0,4,287,0.05157295,3.3566434,-1.5041611
0,4,288,0.05610355,3.3653896,-1.5108008
0,4,289,0.060648188,3.374113,-1.5174338
0,4,290,0.06520668,3.3828135,-1.5240598
0,4,291,0.06977912,3.3914914,-1.5306791
0,4,292,0.07436533,3.4001467,-1.5372916
0,4,293,0.078965224,3.4087794,-1.5438973
0,4,294,0.08357861,3.4173892,-1.5504959
0,4,295,0.08820559,3.4259765,-1.5570877
0,4,296,0.09284599,3.4345415,-1.5636724
0,4,297,0.09749963,3.4430838,-1.57025
0,4,298,0.102166615,3.4516037,-1.5768209
0,4,299,0.106846765,3.4601011,-1.5833845
0,4,300,0.11154,3.4685762,-1.5899411
0,4,301,0.11624613,3.4770286,-1.5964905
0,4,302,0.12096527,3.485459,-1.6030328
0,4,303,0.12569726,3.4938672,-1.609568
0,4,304,0.130442,3.502253,-1.6160959
0,4,305,0.13519931,3.5106165,-1.6226164
0,4,306,0.13996932,3.518958,-1.6291298
0,4,307,0.14475185,3.5272775,-1.6356359
0,4,308,0.14954671,3.5355744,-1.6421344
0,4,309,0.15435404,3.5438497,-1.6486259
0,4,310,0.15917365,3.5521028,-1.6551099
0,4,311,0.16400549,3.560334,-1.6615865
0,4,312,0.16884935,3.568543,-1.6680555
0,4,313,0.17370538,3.5767303,-1.6745173
0,4,314,0.1785734,3.5848956,-1.6809715
0,4,315,0.18345334,3.5930393,-1.6874183
0,4,316,0.18834502,3.601161,-1.6938574
0,4,317,0.19324857,3.609261,-1.7002891
0,4,318,0.19816382,3.6173394,-1.7067133
0,4,319,0.2030907,3.6253963,-1.7131299
0,4,320,0.20802903,3.6334312,-1.7195387
0,4,321,0.21297897,3.6414447,-1.72594
0,4,322,0.21794033,3.6494367,-1.7323337
0,4,323,0.22291294,3.657407,-1.7387196
0,4,324,0.22789694,3.6653562,-1.745098
0,4,325,0.23289217,3.6732838,-1.7514687
0,4,326,0.23789856,3.68119,-1.7578316
0,4,327,0.24291593,3.6890748,-1.7641866
0,4,328,0.24794443,3.6969385,-1.770534
0,4,329,0.2529839,3.704781,-1.7768737
0,4,330,0.25803426,3.7126024,-1.7832056
0,4,331,0.26309535,3.7204022,-1.7895296
0,4,332,0.26816732,3.7281811,-1.7958457
0,4,333,0.27324998,3.735939,-1.8021542
0,4,334,0.2783432,3.7436757,-1.8084546
0,4,335,0.28344712,3.7513916,-1.8147473
0,4,336,0.28856155,3.7590866,-1.8210322
0,4,337,0.29368645,3.7667606,-1.827309
0,4,338,0.29882166,3.7744136,-1.8335779
0,4,339,0.30396733,3.782046,-1.839839
0,4,340,0.30912328,3.7896576,-1.8460921
0,4,341,0.31428948,3.7972484,-1.8523372
0,4,342,0.31946576,3.8048184,-1.8585743
0,4,343,0.32465225,3.812368,-1.8648034
0,4,344,0.32984883,3.819897,-1.8710246
0,4,345,0.33505538,3.8274052,-1.8772378
0,4,346,0.3402718,3.834893,-1.8834429
0,4,347,0.34549823,3.8423605,-1.8896401
0,4,348,0.3507345,3.8498075,-1.8958292
0,4,349,0.35598046,3.857234,-1.9020102
0,4,350,0.36123627,3.8646402,-1.9081832
0,4,351,0.36650178,3.8720262,-1.9143481
0,4,352,0.3717769,3.879392,-1.920505
0,4,353,0.37706152,3.886737,-1.9266537
0,4,354,0.38235578,3.8940623,-1.9327945
0,4,355,0.38765952,3.9013674,-1.938927
0,4,356,0.39297268,3.9086525,-1.9450516
0,4,357,0.3982951,3.9159174,-1.9511678
0,4,358,0.403627,3.9231625,-1.957276
0,5,0,-0.408408,-0.8438128,0.5637557
0,5,1,-0.41435897,-0.83330667,0.55976707
0,5,2,-0.42028493,-0.82274336,0.5557404
0,5,3,-0.4261854,-0.81212324,0.55167586
0,5,4,-0.43205994,-0.8014466,0.5475735
0,5,5,-0.43790814,-0.79071385,0.5434334
0,5,6,-0.44372958,-0.7799252,0.5392557
0,5,7,-0.44952384,-0.7690811,0.5350404
0,5,8,-0.4552905,-0.7581818,0.53078765
0,5,9,-0.4610291,-0.7472277,0.5264976
0,5,10,-0.4667393,-0.73621917,0.5221703
0,5,11,-0.47242063,-0.7251565,0.51780593
0,5,12,-0.4780727,-0.71404004,0.51340455
0,5,13,-0.48369515,-0.70287013,0.50896627
0,5,14,-0.48928753,-0.6916472,0.5044912
0,5,15,-0.49484944,-0.6803715,0.49997947
0,5,16,-0.5003805,-0.66904354,0.49543115
0,5,17,-0.50588036,-0.6576636,0.49084643
0,5,18,-0.5113486,-0.64623207,0.48622537
0,5,19,-0.5167849,-0.6347493,0.48156813
0,5,20,-0.52218884,-0.6232157,0.47687483
0,5,21,-0.52756,-0.61163163,0.47214562
0,5,22,-0.53289807,-0.59999746,0.46738058
0,5,23,-0.5382027,-0.5883136,0.46257988
0,5,24,-0.54347354,-0.57658035,0.45774364
0,5,25,-0.5487102,-0.5647982,0.45287198
0,5,26,-0.5539124,-0.5529674,0.44796506
0,5,27,-0.55907977,-0.5410885,0.443023
0,5,28,-0.5642119,-0.5291619,0.43804595
0,5,29,-0.5693085,-0.51718783,0.43303406
0,5,30,-0.5743694,-0.50516677,0.42798746
0,5,31,-0.57939404,-0.49309912,0.42290628
0,5,32,-0.58438224,-0.48098528,0.41779068
0,5,33,-0.58933365,-0.46882564,0.4126408
0,5,34,-0.594248,-0.4566206,0.40745682
0,5,35,-0.59912497,-0.4443706,0.40223885
0,5,36,-0.60396427,-0.43207604,0.39698705
0,5,37,-0.6087656,-0.41973728,0.39170158
0,5,38,-0.6135287,-0.40735474,0.38638258
0,5,39,-0.61825335,-0.39492884,0.3810302
0,5,40,-0.62293917,-0.38246,0.3756446
0,5,41,-0.62758595,-0.36994863,0.37022594
0,5,42,-0.6321934,-0.35739517,0.36477438
0,5,43,-0.63676125,-0.34479997,0.35929003
0,5,44,-0.6412893,-0.33216348,0.3537731
0,5,45,-0.6457773,-0.31948614,0.34822375
0,5,46,-0.650225,-0.30676833,0.3426421
0,5,47,-0.65463215,-0.29401046,0.33702832
0,5,48,-0.65899855,-0.281213,0.3313826
