fold,seq,t,z1,z2,z3
0,0,212,-0.93653446,1.9657834,-0.4727976
0,0,213,-0.9351776,1.9796629,-0.48083922
0,0,214,-0.9337848,1.9935261,-0.48888728
0,0,215,-0.9323561,2.0073729,-0.49694163
0,0,216,-0.9308919,2.0212026,-0.5050019
0,0,217,-0.9293921,2.0350156,-0.5130684
0,0,218,-0.927857,2.0488112,-0.5211407
0,0,219,-0.9262868,2.0625892,-0.5292185
0,0,220,-0.9246816,2.0763497,-0.537302
0,0,221,-0.92304164,2.0900924,-0.5453909
0,0,222,-0.92136705,2.103817,-0.55348504
0,0,223,-0.91965806,2.117523,-0.56158406
0,0,224,-0.9179148,2.1312106,-0.5696882
0,0,225,-0.91613746,2.1448793,-0.5777971
0,0,226,-0.9143262,2.1585293,-0.5859107
0,0,227,-0.91248125,2.1721597,-0.59402853
0,0,228,-0.91060275,2.185771,-0.6021509
0,0,229,-0.90869087,2.1993628,-0.61027753
0,0,230,-0.90674585,2.2129345,-0.618408
0,0,231,-0.9047678,2.2264867,-0.6265426
0,0,232,-0.9027569,2.2400186,-0.634681
0,0,233,-0.9007134,2.2535303,-0.642823
0,0,234,-0.8986375,2.267021,-0.6509683
0,0,235,-0.89652926,2.2804914,-0.65911716
0,0,236,-0.8943889,2.2939408,-0.66726923
0,0,237,-0.8922167,2.3073692,-0.6754244
0,0,238,-0.8900128,2.3207762,-0.6835823
0,0,239,-0.8877773,2.334162,-0.6917432
0,0,240,-0.8855105,2.3475263,-0.69990677
0,0,241,-0.8832125,2.360869,-0.70807284
0,0,242,-0.8808836,2.3741894,-0.7162411
0,0,243,-0.8785238,2.387488,-0.72441185
0,0,244,-0.87613344,2.4007642,-0.7325847
0,0,245,-0.8737127,2.414018,-0.7407594
0,0,246,-0.8712617,2.4272494,-0.74893606
0,0,247,-0.8687807,2.4404583,-0.75711447
0,0,248,-0.86626977,2.4536445,-0.7652945
0,0,249,-0.86372924,2.4668074,-0.7734758
0,0,250,-0.86115915,2.4799476,-0.78165865
0,0,251,-0.8585597,2.4930644,-0.78984267
0,0,252,-0.8559312,2.5061579,-0.79802775
0,0,253,-0.8532738,2.5192277,-0.8062137
0,0,254,-0.8505876,2.5322742,-0.81440055
0,0,255,-0.84787285,2.545297,-0.82258815
0,0,256,-0.8451298,2.5582955,-0.83077615
0,0,257,-0.84235847,2.5712705,-0.83896476
0,0,258,-0.83955914,2.5842214,-0.8471537
0,0,259,-0.836732,2.597148,-0.85534286
0,0,260,-0.83387727,2.61005,-0.86353195
0,0,261,-0.830995,2.622928,-0.87172115
0,0,262,-0.82808554,2.6357813,-0.87991023
0,0,263,-0.82514894,2.64861,-0.888099
0,0,264,-0.8221855,2.661414,-0.89628726
0,0,265,-0.8191953,2.6741931,-0.90447515
0,0,266,-0.8161785,2.6869476,-0.91266245
0,0,267,-0.8131354,2.699677,-0.92084897
0,0,268,-0.81006616,2.7123811,-0.9290345
0,0,269,-0.8069709,2.7250602,-0.9372192
0,0,270,-0.80384976,2.737714,-0.9454028
0,0,271,-0.80070305,2.7503424,-0.953585
0,0,272,-0.79753083,2.7629454,-0.9617661
0,0,273,-0.79433334,2.775523,-0.96994585
0,0,274,-0.79111075,2.788075,-0.978124
0,0,275,-0.7878633,2.800601,-0.9863004
0,0,276,-0.7845911,2.8131018,-0.99447525
0,0,277,-0.7812942,2.8255765,-1.0026482
0,0,278,-0.777973,2.8380256,-1.0108192
0,0,279,-0.7746276,2.8504484,-1.018988
0,0,280,-0.7712581,2.8628454,-1.0271548
0,0,281,-0.76786476,2.8752165,-1.0353193
0,0,282,-0.76444775,2.8875613,-1.0434813
0,0,283,-0.76100713,2.8998802,-1.051641
0,0,284,-0.75754315,2.9121728,-1.0597981
0,0,285,-0.754056,2.9244392,-1.0679525
0,0,286,-0.75054586,2.9366791,-1.0761039
0,0,287,-0.7470128,2.9488928,-1.0842527
0,0,288,-0.7434571,2.9610803,-1.0923985
0,0,289,-0.73987883,2.9732413,-1.1005412
0,0,290,-0.7362783,2.9853756,-1.1086806
0,0,291,-0.7326555,2.9974837,-1.1168169
0,0,292,-0.7290107,3.009565,-1.1249498
0,0,293,-0.725344,3.02162,-1.1330794
0,0,294,-0.7216557,3.033648,-1.1412052
0,0,295,-0.7179458,3.0456498,-1.1493276
0,0,296,-0.7142145,3.0576248,-1.1574463
0,0,297,-0.7104621,3.069573,-1.165561
0,0,298,-0.7066885,3.0814946,-1.173672
0,0,299,-0.70289403,3.0933895,-1.1817789
0,0,300,-0.6990788,3.1052577,-1.1898818
0,0,301,-0.69524306,3.117099,-1.1979804
0,0,302,-0.6913868,3.1289136,-1.206075
0,0,303,-0.68751025,3.1407015,-1.2141652
0,0,304,-0.6836136,3.1524627,-1.222251
0,0,305,-0.67969704,3.1641967,-1.2303323
0,0,306,-0.67576057,3.1759043,-1.238409
0,0,307,-0.6718044,3.1875849,-1.2464812
0,0,308,-0.66782886,3.1992385,-1.2545484
0,0,309,-0.6638338,3.2108655,-1.262611
0,0,310,-0.6598195,3.2224658,-1.2706689
0,0,311,-0.6557861,3.234039,-1.2787217
0,0,312,-0.6517339,3.2455852,-1.2867693
0,0,313,-0.64766276,3.2571049,-1.294812
0,0,314,-0.643573,3.2685976,-1.3028495
0,0,315,-0.6394647,3.2800636,-1.3108819
0,0,316,-0.63533807,3.2915025,-1.3189087
0,0,317,-0.63119316,3.3029149,-1.3269303
0,0,318,-0.62703013,3.3143003,-1.3349464
0,0,319,-0.62284917,3.325659,-1.342957
0,0,320,-0.61865044,3.3369906,-1.3509618
0,0,321,-0.61443394,3.3482957,-1.3589611
0,0,322,-0.61019987,3.359574,-1.3669547
0,0,323,-0.60594845,3.3708255,-1.3749423
0,0,324,-0.6016797,3.3820503,-1.3829243
0,0,325,-0.59739375,3.3932483,-1.3909004
0,0,326,-0.5930908,3.4044197,-1.3988705
0,0,327,-0.588771,3.415564,-1.4068344
0,0,328,-0.58443433,3.4266822,-1.4147923
0,0,329,-0.58008105,3.4377737,-1.422744
0,0,330,-0.57571125,3.4488385,-1.4306896
0,0,331,-0.5713251,3.4598765,-1.4386287
0,0,332,-0.56692266,3.4708881,-1.4465616
0,0,333,-0.56250405,3.4818733,-1.4544882
0,0,334,-0.55806947,3.4928317,-1.4624081
0,0,335,-0.5536189,3.503764,-1.4703217
0,0,336,-0.54915255,3.5146697,-1.4782287
0,0,337,-0.5446705,3.525549,-1.4861292
0,0,338,-0.54017305,3.5364015,-1.4940227
0,0,339,-0.53566,3.547228,-1.5019097
0,0,340,-0.5311317,3.5580282,-1.5097901
0,0,341,-0.52658814,3.568802,-1.5176635
0,0,342,-0.52202964,3.5795496,-1.5255299
0,0,343,-0.51745605,3.590271,-1.5333896
0,0,344,-0.51286757,3.6009662,-1.5412422
0,0,345,-0.50826436,3.6116352,-1.549088
0,0,346,-0.5036466,3.622278,-1.5569265
0,0,347,-0.4990142,3.6328948,-1.5647581
0,0,348,-0.49436736,3.6434855,-1.5725825
0,0,349,-0.4897063,3.65405,-1.5803995
0,0,350,-0.48503095,3.664589,-1.5882095
0,0,351,-0.48034146,3.6751018,-1.5960122
0,0,352,-0.47563797,3.6855888,-1.6038077
0,0,353,-0.47092068,3.69605,-1.6115956
0,0,354,-0.4661895,3.7064853,-1.6193763
0,0,355,-0.46144462,3.7168949,-1.6271496
0,0,356,-0.45668614,3.727279,-1.6349154
0,0,357,-0.45191425,3.737637,-1.6426735
0,0,358,-0.44712886,3.7479696,-1.6504242
0,1,0,-0.18741582,-0.35236597,-0.7696082
0,1,1,-0.18777142,-0.3397691,-0.77649945
0,1,2,-0.18808384,-0.32714802,-0.7834164
0,1,3,-0.18835294,-0.31450322,-0.7903589
0,1,4,-0.18857856,-0.30183515,-0.7973268
0,1,5,-0.18876055,-0.28914425,-0.80432
0,1,6,-0.18889876,-0.276431,-0.81133825
0,1,7,-0.18899305,-0.2636958,-0.8183815
0,1,8,-0.1890433,-0.2509392,-0.8254495
0,1,9,-0.18904936,-0.23816161,-0.8325422
0,1,10,-0.18901111,-0.22536351,-0.83965933
0,1,11,-0.18892843,-0.21254537,-0.8468008
0,1,12,-0.18880118,-0.19970764,-0.8539664
0,1,13,-0.18862928,-0.18685079,-0.861156
0,1,14,-0.1884126,-0.17397529,-0.8683694
0,1,15,-0.18815105,-0.16108163,-0.8756065
0,1,16,-0.1878445,-0.14817025,-0.88286704
0,1,17,-0.18749286,-0.13524163,-0.8901509
0,1,18,-0.18709606,-0.12229625,-0.8974579
0,1,19,-0.18665399,-0.10933456,-0.9047879
0,1,20,-0.18616657,-0.09635703,-0.9121407
0,1,21,-0.18563372,-0.08336417,-0.91951615
0,1,22,-0.18505536,-0.0703564,-0.92691404
0,1,23,-0.18443142,-0.057334233,-0.93433416
0,1,24,-0.18376184,-0.044298105,-0.9417764
0,1,25,-0.18304655,-0.031248508,-0.9492405
0,1,26,-0.1822855,-0.018185912,-0.9567263
0,1,27,-0.18147863,-0.005110788,-0.9642337
0,1,28,-0.1806259,0.00797639,-0.9717624
0,1,29,-0.17972726,0.021075118,-0.97931224
0,1,30,-0.17878264,0.034184996,-0.98688304
0,1,31,-0.17779204,0.047305517,-0.99447465
0,1,32,-0.17675543,0.06043621,-1.0020869
0,1,33,-0.17567275,0.07357661,-1.0097195
0,1,34,-0.174544,0.08672623,-1.0173723
0,1,35,-0.17336917,0.09988462,-1.025045
0,1,36,-0.17214823,0.11305127,-1.0327376
0,1,37,-0.17088117,0.12622578,-1.0404499
0,1,38,-0.16956799,0.13940766,-1.0481814
0,1,39,-0.16820869,0.15259643,-1.0559322
0,1,40,-0.16680327,0.16579163,-1.063702
0,1,41,-0.16535173,0.1789928,-1.0714906
0,1,42,-0.1638541,0.19219942,-1.0792978
0,1,43,-0.16231039,0.20541112,-1.0871234
0,1,44,-0.16072062,0.2186274,-1.0949672
0,1,45,-0.15908481,0.23184775,-1.102829
0,1,46,-0.15740299,0.2450718,-1.1107085
0,1,47,-0.1556752,0.25829905,-1.1186056
0,1,48,-0.15390147,0.27152905,-1.12652
0,1,49,-0.15208185,0.28476134,-1.1344516
0,1,50,-0.15021637,0.29799545,-1.1424001
0,1,51,-0.1483051,0.31123096,-1.1503655
0,1,52,-0.14634809,0.3244674,-1.1583472
0,1,53,-0.1443454,0.3377043,-1.1663454
0,1,54,-0.14229709,0.35094124,-1.1743596
0,1,55,-0.14020324,0.3641778,-1.1823896
0,1,56,-0.13806391,0.37741348,-1.1904353
0,1,57,-0.13587917,0.3906479,-1.1984963
0,1,58,-0.13364913,0.40388048,-1.2065727
0,1,59,-0.13137382,0.41711098,-1.214664
0,1,60,-0.12905338,0.43033886,-1.2227701
0,1,61,-0.12668788,0.4435637,-1.2308908
0,1,62,-0.12427742,0.45678505,-1.2390257
0,1,63,-0.1218221,0.4700025,-1.2471749
0,1,64,-0.11932202,0.48321563,-1.2553378
0,1,65,-0.116777286,0.496424,-1.2635145
0,1,66,-0.114188015,0.50962716,-1.2717047
0,1,67,-0.111554325,0.52282476,-1.2799081
0,1,68,-0.10887633,0.53601635,-1.2881244
0,1,69,-0.106154166,0.5492015,-1.2963536
0,1,70,-0.103387944,0.5623798,-1.3045954
0,1,71,-0.10057782,0.57555073,-1.3128494
0,1,72,-0.09772389,0.58871406,-1.3211156
0,1,73,-0.0948263,0.60186934,-1.3293937
0,1,74,-0.09188521,0.6150161,-1.3376836
0,1,75,-0.08890075,0.628154,-1.3459848
0,1,76,-0.085873075,0.6412826,-1.3542973
0,1,77,-0.08280233,0.65440154,-1.3626207
0,1,78,-0.07968868,0.66751045,-1.370955
0,1,79,-0.076532274,0.68060887,-1.3792998
0,1,80,-0.07333327,0.69369644,-1.3876549
0,1,81,-0.070091836,0.7067728,-1.3960202
0,1,82,-0.06680814,0.71983755,-1.4043953
0,1,83,-0.06348235,0.7328903,-1.4127802
0,1,84,-0.06011466,0.7459307,-1.4211743
0,1,85,-0.056705207,0.7589584,-1.4295777
0,1,86,-0.053254187,0.771973,-1.4379901
0,1,87,-0.049761783,0.78497416,-1.4464113
0,1,88,-0.046228178,0.7979615,-1.454841
0,1,89,-0.042653557,0.81093466,-1.463279
0,1,90,-0.03903813,0.82389325,-1.4717251
0,1,91,-0.035382032,0.83683705,-1.4801792
0,1,92,-0.031685535,0.84976554,-1.4886408
0,1,93,-0.027948752,0.8626786,-1.4971099
0,1,94,-0.024171965,0.87557554,-1.5055861
0,1,95,-0.020355295,0.8884564,-1.5140694
0,1,96,-0.016499024,0.9013205,-1.5225594
0,1,97,-0.0126032755,0.9141679,-1.531056
0,1,98,-0.008668341,0.92699784,-1.5395589
0,1,99,-0.004694344,0.9398104,-1.5480679
0,1,100,-0.0006815805,0.9526049,-1.5565828
0,1,101,0.0033698222,0.9653813,-1.5651034
0,1,102,0.0074595627,0.9781391,-1.5736294
0,1,103,0.011587469,0.99087805,-1.5821606
0,1,104,0.015753368,1.003598,-1.5906969
0,1,105,0.01995695,1.0162984,-1.5992379
0,1,106,0.024198085,1.0289792,-1.6077836
0,1,107,0.028476462,1.0416398,-1.6163335
0,1,108,0.03279195,1.0542803,-1.6248877
0,1,109,0.03714423,1.0669,-1.6334457
0,1,110,0.041533165,1.079499,-1.6420076
0,1,111,0.04595844,1.0920767,-1.6505729
0,1,112,0.050419923,1.104633,-1.6591415
0,1,113,0.054917287,1.1171675,-1.6677132
0,1,114,0.0594504,1.12968,-1.6762878
0,1,115,0.064018935,1.1421703,-1.684865
0,1,116,0.06862271,1.154638,-1.6934446
0,1,117,0.07326154,1.1670831,-1.7020266
0,1,118,0.07793509,1.1795051,-1.7106105
0,1,119,0.08264324,1.1919038,-1.7191964
0,1,120,0.08738565,1.204279,-1.7277839
0,1,121,0.09216218,1.2166305,-1.7363728
0,1,122,0.096972495,1.2289578,-1.7449629
0,1,123,0.10181647,1.241261,-1.7535541
0,1,124,0.10669376,1.2535397,-1.762146
0,1,125,0.11160424,1.2657937,-1.7707386
0,1,126,0.11654757,1.2780226,-1.7793316
0,1,127,0.12152362,1.2902266,-1.7879249
0,1,128,0.12653205,1.3024051,-1.7965181
0,1,129,0.13157266,1.314558,-1.8051112
0,1,130,0.1366453,1.3266853,-1.8137039
0,1,131,0.1417496,1.3387865,-1.822296
0,1,132,0.14688545,1.3508615,-1.8308874
0,1,133,0.15205252,1.36291,-1.8394778
0,1,134,0.15725066,1.374932,-1.8480672
0,1,135,0.16247953,1.3869272,-1.8566551
0,1,136,0.16773903,1.3988956,-1.8652416
0,1,137,0.1730288,1.4108367,-1.8738264
0,1,138,0.1783487,1.4227505,-1.8824092
0,1,139,0.18369843,1.4346366,-1.8909899
0,1,140,0.18907784,1.4464952,-1.8995684
0,1,141,0.1944866,1.4583257,-1.9081444
0,1,142,0.19992453,1.4701283,-1.9167176
0,1,143,0.20539147,1.4819028,-1.9252882
0,1,144,0.21088706,1.4936489,-1.9338558
0,1,145,0.2164112,1.5053666,-1.9424202
0,1,146,0.22196355,1.5170554,-1.9509813
0,1,147,0.22754401,1.5287155,-1.9595388
0,1,148,0.23315223,1.5403465,-1.9680926
0,1,149,0.2387881,1.5519485,-1.9766425
0,1,150,0.24445128,1.5635211,-1.9851882
0,1,151,0.25014168,1.5750645,-1.99373
0,1,152,0.25585896,1.5865782,-2.0022671
0,1,153,0.261603,1.5980624,-2.0108
0,1,154,0.26737347,1.6095166,-2.0193276
0,1,155,0.27317023,1.6209409,-2.0278506
0,1,156,0.27899313,1.6323352,-2.0363686
0,1,157,0.2848418,1.6436992,-2.0448813
0,1,158,0.2907162,1.655033,-2.0533886
0,1,159,0.29661596,1.6663363,-2.0618904
0,1,160,0.30254102,1.6776092,-2.0703864
0,1,161,0.30849102,1.6888514,-2.0788765
0,1,162,0.31446588,1.7000629,-2.0873606
0,1,163,0.3204653,1.7112434,-2.0958385
0,1,164,0.32648918,1.722393,-2.10431
0,1,165,0.33253717,1.7335114,-2.112775
0,1,166,0.33860925,1.7445989,-2.1212335
0,1,167,0.34470505,1.7556549,-2.129685
0,1,168,0.35082445,1.7666796,-2.1381295
0,1,169,0.3569673,1.777673,-2.146567
0,1,170,0.36313328,1.7886348,-2.1549973
0,1,171,0.36932236,1.799565,-2.1634202
0,1,172,0.37553418,1.8104633,-2.1718354
0,1,173,0.3817687,1.8213301,-2.180243
0,1,174,0.38802558,1.8321648,-2.1886427
0,1,175,0.39430478,1.8429677,-2.1970346
0,1,176,0.400606,1.8537385,-2.2054183
0,1,177,0.40692917,1.8644774,-2.2137938
0,1,178,0.41327396,1.8751839,-2.2221608
0,1,179,0.41964033,1.8858584,-2.2305193
0,1,180,0.42602804,1.8965006,-2.2388692
0,1,181,0.4324369,1.9071103,-2.2472103
0,1,182,0.43886665,1.9176875,-2.2555423
0,1,183,0.44531733,1.9282324,-2.2638655
0,1,184,0.45178863,1.9387448,-2.2721794
0,1,185,0.4582804,1.9492246,-2.280484
0,1,186,0.46479234,1.9596715,-2.288779
0,1,187,0.47132453,1.9700859,-2.2970648
