fold,seq,t,z1,z2
1,0,318,0.114793755,-1.8872476
1,0,319,0.10893913,-1.894289
1,0,320,0.103072286,-1.9013364
1,0,321,0.09719338,-1.9083897
1,0,322,0.09130245,-1.9154487
1,0,323,0.08539964,-1.9225132
1,0,324,0.07948475,-1.9295838
1,0,325,0.07355794,-1.9366602
1,0,326,0.06761924,-1.9437423
1,0,327,0.061668813,-1.95083
1,0,328,0.055706438,-1.9579237
1,0,329,0.049732275,-1.9650232
1,0,330,0.043746367,-1.9721284
1,0,331,0.037748873,-1.9792392
1,0,332,0.03173957,-1.986356
1,0,333,0.025718626,-1.9934785
1,0,334,0.019686203,-2.0006068
1,0,335,0.013642083,-2.007741
1,0,336,0.0075864284,-2.014881
1,0,337,0.0015192749,-2.0220265
1,0,338,-0.004559211,-2.029178
1,0,339,-0.010649252,-2.036335
1,0,340,-0.016750682,-2.043498
1,0,341,-0.022863464,-2.0506668
1,0,342,-0.028987432,-2.057841
1,0,343,-0.03512281,-2.0650213
1,0,344,-0.041269433,-2.0722072
1,0,345,-0.04742726,-2.079399
1,0,346,-0.053596124,-2.0865965
1,0,347,-0.05977625,-2.0937998
1,0,348,-0.06596747,-2.101009
1,0,349,-0.07216962,-2.1082234
1,0,350,-0.07838292,-2.115444
1,0,351,-0.0846072,-2.1226702
1,0,352,-0.090842426,-2.1299024
1,0,353,-0.09708843,-2.13714
1,0,354,-0.103345424,-2.1443837
1,0,355,-0.109613255,-2.151633
1,0,356,-0.11589188,-2.158888
1,0,357,-0.12218113,-2.1661487
1,0,358,-0.12848124,-2.1734152
1,1,0,1.0160098,-0.0073447516
1,1,1,1.013691,-0.011654235
1,1,2,1.0113562,-0.015983324
1,1,3,1.0090057,-0.020331997
1,1,4,1.0066392,-0.024700232
1,1,5,1.0042568,-0.029088004
1,1,6,1.0018585,-0.033495285
1,1,7,0.9994442,-0.03792206
1,1,8,0.9970139,-0.042368293
1,1,9,0.99456763,-0.046833962
1,1,10,0.9921053,-0.051319044
1,1,11,0.98962694,-0.055823505
1,1,12,0.9871325,-0.060347322
1,1,13,0.98462194,-0.064890474
1,1,14,0.98209524,-0.06945292
1,1,15,0.97955245,-0.07403463
1,1,16,0.97699344,-0.07863559
1,1,17,0.9744183,-0.08325575
1,1,18,0.9718269,-0.08789509
1,1,19,0.9692193,-0.09255357
1,1,20,0.9665955,-0.097231165
1,1,21,0.96395534,-0.10192783
1,1,22,0.96129894,-0.10664355
1,1,23,0.9586262,-0.111378275
1,1,24,0.95593715,-0.11613198
1,1,25,0.95323175,-0.12090463
1,1,26,0.95051,-0.12569618
1,1,27,0.9477719,-0.1305066
1,1,28,0.94501734,-0.13533585
1,1,29,0.9422464,-0.14018388
1,1,30,0.93945897,-0.14505067
1,1,31,0.9366551,-0.14993618
1,1,32,0.93383473,-0.15484037
1,1,33,0.93099785,-0.15976319
1,1,34,0.92814445,-0.1647046
1,1,35,0.9252745,-0.16966456
1,1,36,0.922388,-0.17464302
1,1,37,0.919485,-0.17963997
1,1,38,0.9165653,-0.18465532
1,1,39,0.91362906,-0.18968906
1,1,40,0.9106762,-0.19474113
1,1,41,0.9077067,-0.19981149
1,1,42,0.9047205,-0.20490007
1,1,43,0.9017176,-0.21000686
1,1,44,0.89869803,-0.2151318
1,1,45,0.8956618,-0.22027484
1,1,46,0.89260876,-0.22543593
1,1,47,0.88953906,-0.23061502
1,1,48,0.8864526,-0.23581207
1,1,49,0.88334936,-0.24102701
1,1,50,0.88022935,-0.24625981
1,1,51,0.87709254,-0.2515104
1,1,52,0.8739389,-0.25677875
1,1,53,0.8707685,-0.26206478
1,1,54,0.8675812,-0.26736847
1,1,55,0.864377,-0.27268973
1,1,56,0.861156,-0.27802855
1,1,57,0.8579181,-0.28338483
1,1,58,0.8546633,-0.28875852
1,1,59,0.8513916,-0.29414958
1,1,60,0.848103,-0.29955795
1,1,61,0.84479743,-0.3049836
1,1,62,0.84147495,-0.3104264
1,1,63,0.83813554,-0.31588638
1,1,64,0.83477914,-0.32136342
1,1,65,0.83140576,-0.32685748
1,1,66,0.8280154,-0.3323685
1,1,67,0.824608,-0.3378964
1,1,68,0.8211837,-0.34344116
1,1,69,0.8177423,-0.3490027
1,1,70,0.8142839,-0.3545809
1,1,71,0.8108085,-0.36017576
1,1,72,0.807316,-0.36578724
1,1,73,0.8038065,-0.37141523
1,1,74,0.8002799,-0.37705967
1,1,75,0.79673624,-0.3827205
1,1,76,0.7931755,-0.38839766
1,1,77,0.7895977,-0.3940911
1,1,78,0.78600276,-0.39980072
1,1,79,0.7823908,-0.4055265
1,1,80,0.7787617,-0.41126832
1,1,81,0.77511543,-0.41702613
1,1,82,0.77145207,-0.4227999
1,1,83,0.7677716,-0.4285895
1,1,84,0.764074,-0.43439487
1,1,85,0.7603593,-0.44021598
1,1,86,0.75662744,-0.44605276
1,1,87,0.7528784,-0.45190513
1,1,88,0.74911225,-0.457773
1,1,89,0.7453289,-0.4636563
1,1,90,0.74152845,-0.46955496
1,1,91,0.7377108,-0.475469
1,1,92,0.733876,-0.4813982
1,1,93,0.730024,-0.4873426
1,1,94,0.72615486,-0.49330205
1,1,95,0.7222685,-0.49927658
1,1,96,0.718365,-0.50526595
1,1,97,0.71444434,-0.5112703
1,1,98,0.7105065,-0.51728934
1,1,99,0.70655143,-0.5233232
1,1,100,0.70257926,-0.5293716
1,1,101,0.69858986,-0.5354347
1,1,102,0.6945833,-0.54151225
1,1,103,0.69055957,-0.5476042
1,1,104,0.6865186,-0.5537106
1,1,105,0.6824605,-0.55983114
1,1,106,0.67838514,-0.565966
1,1,107,0.6742927,-0.57211494
1,1,108,0.670183,-0.57827795
1,1,109,0.6660562,-0.5844549
1,1,110,0.6619122,-0.5906458
1,1,111,0.657751,-0.59685045
1,1,112,0.6535727,-0.60306895
1,1,113,0.64937717,-0.6093011
1,1,114,0.6451645,-0.6155469
1,1,115,0.6409347,-0.62180614
1,1,116,0.63668776,-0.6280788
1,1,117,0.6324236,-0.63436496
1,1,118,0.62814236,-0.64066434
1,1,119,0.6238439,-0.646977
1,1,120,0.6195284,-0.6533028
1,1,121,0.6151957,-0.6596417
1,1,122,0.6108459,-0.6659935
1,1,123,0.606479,-0.67235833
1,1,124,0.602095,-0.678736
1,1,125,0.59769386,-0.6851264
1,1,126,0.59327567,-0.6915295
1,1,127,0.58884037,-0.6979453
1,1,128,0.584388,-0.70437354
1,1,129,0.5799186,-0.7108143
1,1,130,0.57543206,-0.7172675
1,1,131,0.5709285,-0.723733
1,1,132,0.56640786,-0.7302108
1,1,133,0.5618702,-0.7367007
1,1,134,0.5573155,-0.7432028
1,1,135,0.55274385,-0.7497169
1,1,136,0.5481551,-0.756243
1,1,137,0.5435495,-0.7627809
1,1,138,0.5389268,-0.7693307
1,1,139,0.53428715,-0.77589214
1,1,140,0.52963054,-0.78246534
1,1,141,0.52495706,-0.7890501
1,1,142,0.52026665,-0.79564637
1,1,143,0.51555926,-0.80225414
1,1,144,0.510835,-0.80887324
1,1,145,0.5060938,-0.8155037
1,1,146,0.50133574,-0.8221454
1,1,147,0.49656078,-0.82879835
1,1,148,0.49176905,-0.83546233
1,1,149,0.4869604,-0.8421374
1,1,150,0.482135,-0.84882337
1,1,151,0.47729275,-0.85552037
1,1,152,0.47243375,-0.8622281
1,1,153,0.4675579,-0.8689467
1,1,154,0.46266538,-0.8756759
1,1,155,0.4577561,-0.8824158
1,1,156,0.45283005,-0.8891663
1,1,157,0.44788736,-0.89592725
1,1,158,0.44292793,-0.9026987
1,1,159,0.43795186,-0.90948045
1,1,160,0.4329591,-0.91627264
1,1,161,0.4279498,-0.923075
1,1,162,0.42292377,-0.92988765
1,1,163,0.41788122,-0.93671036
1,1,164,0.41282204,-0.9435432
1,1,165,0.40774637,-0.950386
1,1,166,0.4026541,-0.9572388
1,1,167,0.3975454,-0.96410143
1,1,168,0.3924202,-0.9709739
1,1,169,0.38727847,-0.9778562
1,1,170,0.38212034,-0.9847482
1,1,171,0.37694573,-0.99164987
1,1,172,0.3717548,-0.9985611
1,1,173,0.3665474,-1.005482
1,1,174,0.3613237,-1.0124122
1,1,175,0.35608363,-1.019352
1,1,176,0.3508273,-1.026301
1,1,177,0.34555465,-1.0332595
1,1,178,0.34026578,-1.0402273
1,1,179,0.3349606,-1.0472044
1,1,180,0.32963923,-1.0541906
1,1,181,0.32430166,-1.061186
1,1,182,0.31894794,-1.0681903
1,1,183,0.31357822,-1.0752037
1,1,184,0.30819225,-1.0822262
1,1,185,0.30279034,-1.0892574
1,1,186,0.29737225,-1.0962976
1,1,187,0.29193813,-1.1033467
1,1,188,0.28648803,-1.1104046
1,1,189,0.28102195,-1.1174713
1,1,190,0.27553993,-1.1245468
1,1,191,0.27004212,-1.1316307
1,1,192,0.26452842,-1.1387233
1,1,193,0.25899875,-1.1458246
1,1,194,0.25345325,-1.1529343
1,1,195,0.24789198,-1.1600527
1,1,196,0.24231493,-1.1671795
1,1,197,0.23672216,-1.1743146
1,1,198,0.23111379,-1.1814581
1,1,199,0.22548965,-1.1886101
1,1,200,0.21984999,-1.1957701
1,1,201,0.2141946,-1.2029387
1,1,202,0.20852363,-1.2101154
1,1,203,0.20283712,-1.2173004
1,1,204,0.19713512,-1.2244935
1,1,205,0.19141777,-1.2316946
1,1,206,0.18568484,-1.2389039
1,1,207,0.17993665,-1.2461212
1,1,208,0.17417295,-1.2533467
1,1,209,0.16839392,-1.2605802
1,1,210,0.1625996,-1.2678217
1,1,211,0.15678999,-1.275071
1,1,212,0.15096515,-1.2823284
1,1,213,0.14512525,-1.2895933
1,1,214,0.13927007,-1.2968664
1,1,215,0.13339989,-1.3041471
1,1,216,0.1275145,-1.3114358
1,1,217,0.121614054,-1.3187323
1,1,218,0.115698606,-1.3260365
1,1,219,0.10976818,-1.3333484
1,1,220,0.10382295,-1.3406678
1,1,221,0.09786269,-1.3479952
1,1,222,0.091887705,-1.35533
1,1,223,0.08589777,-1.3626726
1,1,224,0.07989306,-1.3700228
1,1,225,0.0738736,-1.3773805
1,1,226,0.06783944,-1.3847458
1,1,227,0.061790626,-1.3921187
1,1,228,0.055727318,-1.3994989
1,1,229,0.0496493,-1.4068868
1,1,230,0.04355687,-1.4142821
1,1,231,0.037449814,-1.4216849
1,1,232,0.0313283,-1.4290951
1,1,233,0.025192369,-1.4365128
1,1,234,0.019042065,-1.4439379
1,1,235,0.012877561,-1.4513702
1,1,236,0.006698637,-1.4588101
1,1,237,0.0005055987,-1.4662572
1,1,238,-0.0057017747,-1.4737118
1,1,239,-0.0119233085,-1.4811738
1,1,240,-0.01815896,-1.4886429
1,1,241,-0.024408683,-1.4961195
1,1,242,-0.030672437,-1.5036033
1,1,243,-0.03695004,-1.5110942
1,1,244,-0.043241583,-1.5185924
1,1,245,-0.04954716,-1.5260979
1,1,246,-0.055866584,-1.5336107
1,1,247,-0.062199816,-1.5411307
1,1,248,-0.06854681,-1.5486579
1,1,249,-0.07490752,-1.5561923
1,1,250,-0.08128176,-1.5637337
1,1,251,-0.08766976,-1.5712824
1,1,252,-0.0940712,-1.5788381
1,1,253,-0.10048631,-1.5864011
1,1,254,-0.1069149,-1.5939713
1,1,255,-0.11335693,-1.6015486
1,1,256,-0.119812354,-1.6091329
1,1,257,-0.12628098,-1.6167243
1,1,258,-0.13276304,-1.6243229
1,1,259,-0.13925822,-1.6319284
1,1,260,-0.14576674,-1.6395411
1,1,261,-0.1522884,-1.6471609
1,1,262,-0.15882318,-1.6547878
1,1,263,-0.165371,-1.6624217
1,1,264,-0.17193183,-1.6700627
1,1,265,-0.17850548,-1.6777104
1,1,266,-0.18509218,-1.6853653
1,1,267,-0.1916916,-1.6930271
1,1,268,-0.19830398,-1.7006961
1,1,269,-0.20492913,-1.708372
1,1,270,-0.21156698,-1.7160549
1,1,271,-0.2182175,-1.7237448
1,1,272,-0.2248805,-1.7314415
1,1,273,-0.2315562,-1.7391453
1,1,274,-0.23824441,-1.7468561
1,1,275,-0.24494494,-1.7545736
1,1,276,-0.25165805,-1.7622982
1,1,277,-0.2583835,-1.7700298
1,1,278,-0.26512128,-1.7777683
1,1,279,-0.27187118,-1.7855134
1,1,280,-0.27863342,-1.7932657
1,1,281,-0.2854078,-1.8010248
1,1,282,-0.2921942,-1.8087907
1,1,283,-0.29899275,-1.8165636
1,1,284,-0.30580333,-1.8243433
1,1,285,-0.31262589,-1.83213
1,1,286,-0.31946033,-1.8399234
1,1,287,-0.3263065,-1.8477235
1,1,288,-0.3331646,-1.8555306
1,1,289,-0.3400343,-1.8633444
1,1,290,-0.34691587,-1.8711653
1,1,291,-0.3538091,-1.8789929
1,1,292,-0.3607139,-1.8868273
1,1,293,-0.36763024,-1.8946686
1,1,294,-0.37455794,-1.9025164
1,1,295,-0.3814972,-1.9103711
1,1,296,-0.38844788,-1.9182326
1,1,297,-0.39540973,-1.9261006
1,1,298,-0.402383,-1.9339756
1,1,299,-0.4093675,-1.9418573
1,1,300,-0.41636318,-1.9497458
1,1,301,-0.42336985,-1.9576408
1,1,302,-0.43038774,-1.9655427
1,1,303,-0.43741664,-1.9734513
1,1,304,-0.44445637,-1.9813664
1,1,305,-0.45150718,-1.9892884
1,1,306,-0.45856884,-1.9972172
1,1,307,-0.46564132,-2.0051525
1,1,308,-0.47272456,-2.0130944
1,1,309,-0.47981834,-2.0210428
1,1,310,-0.48692295,-2.0289981
1,1,311,-0.49403813,-2.0369601
1,1,312,-0.5011637,-2.0449286
1,1,313,-0.50829995,-2.0529037
1,1,314,-0.5154466,-2.0608854
1,1,315,-0.5226037,-2.0688736
1,1,316,-0.529771,-2.0768683
1,1,317,-0.5369487,-2.0848696
1,1,318,-0.54413664,-2.0928776
1,1,319,-0.5513346,-2.1008918
1,1,320,-0.55854285,-2.108913
1,1,321,-0.56576115,-2.1169405
1,1,322,-0.57298946,-2.1249745
1,1,323,-0.5802276,-2.133015
1,1,324,-0.58747584,-2.1410618
1,1,325,-0.59473395,-2.1491153
1,1,326,-0.60200185,-2.1571753
1,1,327,-0.6092794,-2.1652415
1,1,328,-0.6165668,-2.1733143
1,1,329,-0.6238638,-2.1813936
1,1,330,-0.63117045,-2.189479
1,1,331,-0.6384865,-2.1975708
1,1,332,-0.6458122,-2.2056692
1,1,333,-0.65314734,-2.213774
1,1,334,-0.66049176,-2.2218847
1,1,335,-0.66784567,-2.2300022
1,1,336,-0.67520887,-2.2381258
1,1,337,-0.6825813,-2.2462559
1,1,338,-0.68996274,-2.254392
1,1,339,-0.6973535,-2.2625344
1,1,340,-0.70475334,-2.2706833
1,1,341,-0.71216226,-2.2788384
1,1,342,-0.71958,-2.2869995
1,1,343,-0.7270068,-2.295167
1,1,344,-0.7344425,-2.3033407
1,1,345,-0.741887,-2.3115206
1,1,346,-0.7493401,-2.3197064
1,1,347,-0.75680214,-2.3278987
1,1,348,-0.76427287,-2.3360972
1,1,349,-0.77175206,-2.3443017
1,1,350,-0.77923995,-2.3525124
1,1,351,-0.7867364,-2.3607292
1,1,352,-0.79424137,-2.368952
1,1,353,-0.80175453,-2.3771808
1,1,354,-0.8092763,-2.3854158
1,1,355,-0.8168063,-2.3936567
1,1,356,-0.82434464,-2.4019036
1,1,357,-0.83189106,-2.4101565
1,1,358,-0.83944577,-2.4184155
1,2,0,1.0128031,-0.069642246
1,2,1,1.010549,-0.073845126
1,2,2,1.0082791,-0.07806733
1,2,3,1.0059935,-0.08230885
1,2,4,1.0036923,-0.08656965
1,2,5,1.0013752,-0.09084971
1,2,6,0.9990424,-0.095149
1,2,7,0.9966938,-0.09946751
1,2,8,0.9943294,-0.10380519
1,2,9,0.99194914,-0.10816202
1,2,10,0.98955303,-0.11253798
1,2,11,0.9871411,-0.11693303
1,2,12,0.9847132,-0.12134715
1,2,13,0.9822694,-0.12578031
1,2,14,0.97980964,-0.13023248
