fold,seq,t,z1,z2
8,1,161,3.1851122,-0.15861048
8,1,162,3.1985972,-0.17002812
8,1,163,3.2120798,-0.1814613
8,1,164,3.22556,-0.19291009
8,1,165,3.2390375,-0.20437403
8,1,166,3.2525127,-0.21585317
8,1,167,3.2659848,-0.22734708
8,1,168,3.279454,-0.23885566
8,1,169,3.2929204,-0.25037888
8,1,170,3.3063836,-0.26191628
8,1,171,3.3198438,-0.27346793
8,1,172,3.3333004,-0.28503338
8,1,173,3.3467536,-0.29661268
8,1,174,3.360203,-0.30820543
8,1,175,3.373649,-0.31981164
8,1,176,3.3870907,-0.3314309
8,1,177,3.400529,-0.3430633
8,1,178,3.4139628,-0.35470834
8,1,179,3.4273927,-0.36636615
8,1,180,3.4408183,-0.37803638
8,1,181,3.4542396,-0.3897189
8,1,182,3.4676564,-0.40141347
8,1,183,3.4810681,-0.41311967
8,1,184,3.4944756,-0.42483786
8,1,185,3.5078778,-0.43656734
8,1,186,3.5212755,-0.4483084
8,1,187,3.5346682,-0.4600607
8,1,188,3.548056,-0.47182396
8,1,189,3.5614383,-0.48359808
8,1,190,3.5748155,-0.49538288
8,1,191,3.588187,-0.5071779
8,1,192,3.601553,-0.51898324
8,1,193,3.6149135,-0.53079903
8,1,194,3.6282685,-0.54262483
8,1,195,3.6416175,-0.5544604
8,1,196,3.6549609,-0.56630564
8,1,197,3.6682982,-0.5781604
8,1,198,3.6816292,-0.59002423
8,1,199,3.6949544,-0.6018975
8,1,200,3.708273,-0.6137795
8,1,201,3.7215855,-0.6256706
8,1,202,3.7348917,-0.63757044
8,1,203,3.7481914,-0.64947885
8,1,204,3.7614844,-0.66139567
8,1,205,3.7747705,-0.6733205
8,1,206,3.7880502,-0.68525356
8,1,207,3.8013227,-0.69719434
8,1,208,3.8145888,-0.70914316
8,1,209,3.8278477,-0.7210996
8,1,210,3.8410997,-0.7330636
8,1,211,3.8543446,-0.7450349
8,1,212,3.867582,-0.7570134
8,1,213,3.8808122,-0.7689987
8,1,214,3.894035,-0.7809912
8,1,215,3.9072502,-0.7929902
8,1,216,3.920458,-0.80499613
8,1,217,3.9336584,-0.81700855
8,1,218,3.946851,-0.82902735
8,1,219,3.9600358,-0.84105235
8,1,220,3.9732125,-0.8530832
8,1,221,3.9863818,-0.8651203
8,1,222,3.9995427,-0.87716293
8,1,223,4.012696,-0.88921154
8,1,224,4.0258408,-0.90126574
8,1,225,4.0389776,-0.91332537
8,1,226,4.0521064,-0.92539036
8,1,227,4.0652266,-0.93746054
8,1,228,4.078338,-0.94953555
8,1,229,4.0914416,-0.96161574
8,1,230,4.1045365,-0.9737005
8,1,231,4.117623,-0.98579025
8,1,232,4.1307006,-0.9978846
8,1,233,4.1437697,-1.0099833
8,1,234,4.15683,-1.0220864
8,1,235,4.169881,-1.0341935
8,1,236,4.1829233,-1.0463051
8,1,237,4.1959567,-1.0584203
8,1,238,4.208981,-1.0705397
8,1,239,4.2219963,-1.0826629
8,1,240,4.2350025,-1.0947899
8,1,241,4.2479997,-1.1069204
8,1,242,4.2609873,-1.1190543
8,1,243,4.2739654,-1.1311914
8,1,244,4.286934,-1.1433316
8,1,245,4.2998934,-1.1554754
8,1,246,4.3128433,-1.1676221
8,1,247,4.3257837,-1.1797718
8,1,248,4.3387146,-1.1919243
8,1,249,4.351636,-1.2040796
8,1,250,4.3645473,-1.2162373
8,1,251,4.377449,-1.2283977
8,1,252,4.390341,-1.2405603
8,1,253,4.4032226,-1.2527255
8,1,254,4.4160943,-1.2648929
8,1,255,4.428956,-1.2770625
8,1,256,4.4418077,-1.2892343
8,1,257,4.4546494,-1.3014077
8,1,258,4.467481,-1.3135833
8,1,259,4.4803023,-1.3257604
8,1,260,4.4931135,-1.3379395
8,1,261,4.505914,-1.3501202
8,1,262,4.5187044,-1.3623024
8,1,263,4.5314846,-1.3744861
8,1,264,4.5442543,-1.3866712
8,1,265,4.557013,-1.3988572
8,1,266,4.5697613,-1.4110447
8,1,267,4.5824986,-1.4232332
8,1,268,4.595226,-1.4354228
8,1,269,4.607942,-1.4476134
8,1,270,4.620648,-1.4598049
8,1,271,4.6333427,-1.4719971
8,1,272,4.6460266,-1.4841899
8,1,273,4.6586995,-1.4963835
8,1,274,4.6713614,-1.5085777
8,1,275,4.6840124,-1.5207721
8,1,276,4.6966524,-1.5329672
8,1,277,4.7092814,-1.5451626
8,1,278,4.721899,-1.5573583
8,1,279,4.734505,-1.5695539
8,1,280,4.747101,-1.5817498
8,1,281,4.759685,-1.5939457
8,1,282,4.772258,-1.6061414
8,1,283,4.784819,-1.6183373
8,1,284,4.7973695,-1.630533
8,1,285,4.8099084,-1.6427284
8,1,286,4.822436,-1.6549237
8,1,287,4.8349514,-1.6671182
8,1,288,4.8474555,-1.6793126
8,1,289,4.8599477,-1.6915061
8,1,290,4.8724284,-1.7036995
8,1,291,4.8848977,-1.7158922
8,1,292,4.897355,-1.7280842
8,1,293,4.909801,-1.7402754
8,1,294,4.922235,-1.7524655
8,1,295,4.934657,-1.764655
8,1,296,4.9470673,-1.7768435
8,1,297,4.9594655,-1.7890309
8,1,298,4.9718523,-1.8012174
8,1,299,4.9842267,-1.8134029
8,1,300,4.996589,-1.8255872
8,1,301,5.0089393,-1.8377699
8,1,302,5.021278,-1.8499516
8,1,303,5.033604,-1.862132
8,1,304,5.045918,-1.8743106
8,1,305,5.05822,-1.8864881
8,1,306,5.07051,-1.8986641
8,1,307,5.0827875,-1.9108386
8,1,308,5.0950527,-1.9230114
8,1,309,5.1073055,-1.9351823
8,1,310,5.1195464,-1.9473518
8,1,311,5.131775,-1.9595195
8,1,312,5.1439905,-1.971685
8,1,313,5.156194,-1.983849
8,1,314,5.1683855,-1.996011
8,1,315,5.180564,-2.008171
8,1,316,5.19273,-2.0203288
8,1,317,5.2048836,-2.0324848
8,1,318,5.2170243,-2.0446386
8,1,319,5.2291527,-2.05679
8,1,320,5.2412686,-2.0689394
8,1,321,5.2533717,-2.0810866
8,1,322,5.265462,-2.0932314
8,1,323,5.2775393,-2.1053736
8,1,324,5.289604,-2.1175137
8,1,325,5.3016562,-2.1296513
8,1,326,5.3136954,-2.1417866
8,1,327,5.3257217,-2.153919
8,1,328,5.3377357,-2.166049
8,1,329,5.3497367,-2.1781764
8,1,330,5.361725,-2.1903012
8,1,331,5.3736997,-2.202423
8,1,332,5.3856616,-2.2145424
8,1,333,5.3976107,-2.2266588
8,1,334,5.4095464,-2.2387724
8,1,335,5.4214697,-2.2508833
8,1,336,5.4333797,-2.2629912
8,1,337,5.4452767,-2.2750962
8,1,338,5.4571605,-2.2871978
8,1,339,5.4690313,-2.2992969
8,1,340,5.4808893,-2.3113928
8,1,341,5.492734,-2.3234856
8,1,342,5.5045652,-2.335575
8,1,343,5.5163836,-2.3476617
8,1,344,5.5281887,-2.359745
8,1,345,5.5399804,-2.3718252
8,1,346,5.551759,-2.3839018
8,1,347,5.5635242,-2.3959754
8,1,348,5.5752764,-2.4080455
8,1,349,5.587015,-2.4201121
8,1,350,5.5987406,-2.4321754
8,1,351,5.6104527,-2.4442353
8,1,352,5.6221514,-2.4562917
8,1,353,5.6338367,-2.4683442
8,1,354,5.645509,-2.4803936
8,1,355,5.6571674,-2.4924393
8,1,356,5.6688128,-2.5044813
8,1,357,5.6804442,-2.5165195
8,1,358,5.692063,-2.5285544
8,2,0,0.98748827,1.3529681
8,2,1,0.9988763,1.3461317
8,2,2,1.0102882,1.3392648
8,2,3,1.021724,1.3323673
8,2,4,1.0331836,1.3254392
8,2,5,1.044667,1.3184806
8,2,6,1.056174,1.3114914
8,2,7,1.0677048,1.3044715
8,2,8,1.079259,1.2974209
8,2,9,1.0908368,1.2903396
8,2,10,1.102438,1.2832276
8,2,11,1.1140625,1.2760848
8,2,12,1.1257104,1.2689112
8,2,13,1.1373814,1.261707
8,2,14,1.1490756,1.2544718
8,2,15,1.160793,1.2472057
8,2,16,1.1725333,1.2399088
8,2,17,1.1842965,1.232581
8,2,18,1.1960825,1.2252223
8,2,19,1.2078912,1.2178328
8,2,20,1.2197226,1.2104123
8,2,21,1.2315767,1.2029607
8,2,22,1.2434531,1.1954782
8,2,23,1.255352,1.1879647
8,2,24,1.2672732,1.1804202
8,2,25,1.2792165,1.1728445
8,2,26,1.291182,1.1652379
8,2,27,1.3031696,1.1576002
8,2,28,1.315179,1.1499313
8,2,29,1.3272102,1.1422313
8,2,30,1.3392631,1.1345003
8,2,31,1.3513376,1.1267381
8,2,32,1.3634336,1.1189448
8,2,33,1.375551,1.1111202
