fold,seq,t,z1,z2
3,0,79,-0.55821496,-2.1695666
3,0,80,-0.55853575,-2.1843786
3,0,81,-0.5588,-2.1992145
3,0,82,-0.55900764,-2.2140734
3,0,83,-0.5591588,-2.228955
3,0,84,-0.5592535,-2.2438586
3,0,85,-0.55929184,-2.2587838
3,0,86,-0.55927384,-2.27373
3,0,87,-0.5591996,-2.2886968
3,0,88,-0.5590691,-2.3036835
3,0,89,-0.5588825,-2.3186896
3,0,90,-0.55863976,-2.3337145
3,0,91,-0.558341,-2.348758
3,0,92,-0.5579864,-2.3638191
3,0,93,-0.5575758,-2.378898
3,0,94,-0.5571094,-2.3939931
3,0,95,-0.5565872,-2.4091048
3,0,96,-0.55600935,-2.4242322
3,0,97,-0.5553758,-2.439375
3,0,98,-0.5546867,-2.4545321
3,0,99,-0.55394214,-2.4697037
3,0,100,-0.55314213,-2.4848888
3,0,101,-0.55228674,-2.5000873
3,0,102,-0.55137604,-2.5152984
3,0,103,-0.5504101,-2.5305216
3,0,104,-0.54938895,-2.5457568
3,0,105,-0.54831266,-2.561003
3,0,106,-0.54718137,-2.5762599
3,0,107,-0.54599506,-2.5915267
3,0,108,-0.5447538,-2.6068037
3,0,109,-0.5434576,-2.6220896
3,0,110,-0.5421066,-2.6373844
3,0,111,-0.5407009,-2.6526873
3,0,112,-0.5392404,-2.667998
3,0,113,-0.53772527,-2.683316
3,0,114,-0.5361555,-2.6986408
3,0,115,-0.5345312,-2.7139719
3,0,116,-0.53285235,-2.7293086
3,0,117,-0.531119,-2.744651
3,0,118,-0.5293312,-2.7599983
3,0,119,-0.527489,-2.77535
3,0,120,-0.5255925,-2.7907057
3,0,121,-0.52364165,-2.806065
3,0,122,-0.52163655,-2.8214273
3,0,123,-0.51957715,-2.8367925
3,0,124,-0.51746356,-2.8521595
3,0,125,-0.51529574,-2.8675284
3,0,126,-0.51307374,-2.8828986
3,0,127,-0.5107976,-2.8982697
3,0,128,-0.5084674,-2.913641
3,0,129,-0.506083,-2.9290123
3,0,130,-0.5036445,-2.9443834
3,0,131,-0.501152,-2.9597535
3,0,132,-0.49860534,-2.9751225
3,0,133,-0.49600467,-2.9904895
3,0,134,-0.4933499,-3.0058544
3,0,135,-0.49064112,-3.0212166
3,0,136,-0.48787823,-3.036576
3,0,137,-0.48506132,-3.0519319
3,0,138,-0.4821903,-3.067284
3,0,139,-0.47926527,-3.0826318
3,0,140,-0.47628614,-3.097975
3,0,141,-0.47325295,-3.1133132
3,0,142,-0.47016567,-3.128646
3,0,143,-0.46702424,-3.1439729
3,0,144,-0.4638287,-3.1592934
3,0,145,-0.460579,-3.1746075
3,0,146,-0.45727518,-3.1899145
3,0,147,-0.45391712,-3.205214
3,0,148,-0.45050487,-3.2205057
3,0,149,-0.44703835,-3.2357893
3,0,150,-0.4435176,-3.2510643
3,0,151,-0.43994248,-3.2663305
3,0,152,-0.43631306,-3.2815871
3,0,153,-0.43262926,-3.2968342
3,0,154,-0.4288911,-3.3120713
3,0,155,-0.42509848,-3.327298
3,0,156,-0.42125136,-3.3425138
3,0,157,-0.41734976,-3.3577185
3,0,158,-0.41339356,-3.3729117
3,0,159,-0.4093828,-3.388093
3,0,160,-0.40531734,-3.4032624
3,0,161,-0.40119725,-3.418419
3,0,162,-0.3970224,-3.4335628
3,0,163,-0.39279282,-3.4486933
3,0,164,-0.38850838,-3.4638104
3,0,165,-0.38416913,-3.4789135
3,0,166,-0.37977493,-3.4940026
3,0,167,-0.37532583,-3.5090768
3,0,168,-0.37082174,-3.524136
3,0,169,-0.36626258,-3.5391803
3,0,170,-0.3616484,-3.5542088
3,0,171,-0.35697907,-3.5692215
3,0,172,-0.3522546,-3.584218
3,0,173,-0.34747487,-3.599198
3,0,174,-0.34263995,-3.6141613
3,0,175,-0.3377497,-3.6291075
3,0,176,-0.33280417,-3.644036
3,0,177,-0.32780322,-3.6589472
3,0,178,-0.32274693,-3.67384
3,0,179,-0.31763515,-3.6887147
3,0,180,-0.3124679,-3.7035708
3,0,181,-0.30724517,-3.718408
3,0,182,-0.3019669,-3.7332263
3,0,183,-0.2966332,-3.7480247
3,0,184,-0.29124382,-3.7628036
3,0,185,-0.28579894,-3.7775621
3,0,186,-0.28029832,-3.7923007
3,0,187,-0.27474207,-3.8070188
3,0,188,-0.26913017,-3.821716
3,0,189,-0.2634626,-3.8363922
3,0,190,-0.25773937,-3.851047
3,0,191,-0.25196058,-3.86568
3,0,192,-0.2461261,-3.880291
3,0,193,-0.24023582,-3.8948803
3,0,194,-0.23428987,-3.9094472
3,0,195,-0.22828825,-3.9239917
3,0,196,-0.22223097,-3.9385133
3,0,197,-0.21611805,-3.9530118
3,0,198,-0.20994966,-3.9674866
3,0,199,-0.20372553,-3.9819384
3,0,200,-0.19744597,-3.996366
3,0,201,-0.19111075,-4.01077
3,0,202,-0.18472002,-4.02515
3,0,203,-0.17827384,-4.0395055
3,0,204,-0.17177226,-4.0538363
3,0,205,-0.16521545,-4.068142
3,0,206,-0.1586032,-4.082423
3,0,207,-0.15193586,-4.0966787
3,0,208,-0.14521319,-4.1109095
3,0,209,-0.13843541,-4.1251144
3,0,210,-0.13160259,-4.1392937
3,0,211,-0.12471481,-4.153447
3,0,212,-0.117772155,-4.1675744
3,0,213,-0.11077487,-4.181675
3,0,214,-0.10372274,-4.1957493
3,0,215,-0.096616186,-4.209797
3,0,216,-0.089454986,-4.223818
3,0,217,-0.08223941,-4.237812
3,0,218,-0.074969575,-4.251779
3,0,219,-0.0676456,-4.2657185
3,0,220,-0.060267773,-4.27963
3,0,221,-0.0528359,-4.2935147
3,0,222,-0.04535044,-4.307371
3,0,223,-0.037811212,-4.3212004
3,0,224,-0.030218523,-4.3350015
3,0,225,-0.022572523,-4.3487744
3,0,226,-0.014873368,-4.3625193
3,0,227,-0.0071212184,-4.3762355
3,0,228,0.00068359077,-4.389923
3,0,229,0.008541221,-4.4035826
3,0,230,0.016451163,-4.417213
3,0,231,0.024413573,-4.4308147
3,0,232,0.032428093,-4.444388
3,0,233,0.04049454,-4.457932
3,0,234,0.04861271,-4.471447
3,0,235,0.056782234,-4.4849324
3,0,236,0.06500325,-4.498389
3,0,237,0.07327521,-4.5118155
3,0,238,0.081598245,-4.5252132
3,0,239,0.08997196,-4.5385814
3,0,240,0.09839614,-4.55192
3,0,241,0.10687055,-4.565229
3,0,242,0.11539496,-4.578508
3,0,243,0.12396896,-4.591757
3,0,244,0.13259248,-4.604976
3,0,245,0.14126548,-4.6181655
3,0,246,0.14998753,-4.6313252
3,0,247,0.15875837,-4.644455
3,0,248,0.16757776,-4.6575546
3,0,249,0.17644542,-4.670624
3,0,250,0.18536094,-4.683663
3,0,251,0.1943244,-4.696672
3,0,252,0.20333518,-4.7096505
3,0,253,0.21239337,-4.722599
3,0,254,0.22149853,-4.735517
3,0,255,0.23065038,-4.748405
3,0,256,0.23984864,-4.7612624
3,0,257,0.24909285,-4.7740893
3,0,258,0.2583831,-4.786886
3,0,259,0.2677187,-4.7996526
3,0,260,0.2770998,-4.8123884
3,0,261,0.28652588,-4.825094
3,0,262,0.2959967,-4.8377695
3,0,263,0.30551192,-4.8504143
3,0,264,0.31507128,-4.8630285
3,0,265,0.32467425,-4.8756123
3,0,266,0.33432096,-4.8881655
3,0,267,0.3440107,-4.900688
3,0,268,0.3537436,-4.913181
3,0,269,0.36351916,-4.925643
3,0,270,0.37333703,-4.9380746
3,0,271,0.38319695,-4.950476
3,0,272,0.3930984,-4.9628468
3,0,273,0.4030415,-4.9751873
3,0,274,0.41302574,-4.987498
3,0,275,0.42305058,-4.999778
3,0,276,0.4331162,-5.0120277
3,0,277,0.44322202,-5.024247
3,0,278,0.45336777,-5.0364366
3,0,279,0.46355292,-5.0485954
3,0,280,0.4737776,-5.0607243
3,0,281,0.48404127,-5.072823
3,0,282,0.49434346,-5.084892
3,0,283,0.50468427,-5.0969305
3,0,284,0.51506317,-5.108939
3,0,285,0.52547985,-5.120918
3,0,286,0.53593403,-5.1328664
3,0,287,0.5464252,-5.144785
3,0,288,0.5569535,-5.156674
3,0,289,0.5675181,-5.168533
3,0,290,0.5781193,-5.180362
3,0,291,0.58875644,-5.192162
3,0,292,0.5994293,-5.2039323
3,0,293,0.6101376,-5.215673
3,0,294,0.6208807,-5.2273836
3,0,295,0.6316589,-5.239065
3,0,296,0.6424716,-5.250717
3,0,297,0.65331835,-5.2623396
3,0,298,0.66419923,-5.273933
3,0,299,0.6751138,-5.285497
3,0,300,0.6860617,-5.297032
3,0,301,0.6970424,-5.3085375
3,0,302,0.70805615,-5.320014
3,0,303,0.71910244,-5.3314614
3,0,304,0.73018074,-5.34288
3,0,305,0.7412912,-5.3542695
3,0,306,0.75243336,-5.3656306
3,0,307,0.7636069,-5.3769627
3,0,308,0.77481157,-5.388266
3,0,309,0.7860468,-5.3995404
3,0,310,0.79731286,-5.4107866
3,0,311,0.80860925,-5.422004
3,0,312,0.8199354,-5.433193
3,0,313,0.83129156,-5.444354
3,0,314,0.84267724,-5.455487
3,0,315,0.8540922,-5.466591
3,0,316,0.86553586,-5.477667
3,0,317,0.8770085,-5.4887147
3,0,318,0.88850963,-5.499735
3,0,319,0.9000387,-5.510727
3,0,320,0.911596,-5.5216913
3,0,321,0.923181,-5.5326276
3,0,322,0.9347935,-5.543536
3,0,323,0.94643295,-5.554417
3,0,324,0.9580996,-5.5652704
3,0,325,0.969793,-5.5760965
3,0,326,0.9815129,-5.586895
3,0,327,0.99325883,-5.597666
3,0,328,1.005031,-5.6084094
3,0,329,1.016829,-5.619126
3,0,330,1.0286525,-5.629815
3,0,331,1.0405011,-5.640477
3,0,332,1.0523751,-5.6511126
3,0,333,1.064274,-5.6617208
3,0,334,1.0761971,-5.6723022
3,0,335,1.088145,-5.682857
3,0,336,1.1001171,-5.693385
3,0,337,1.1121132,-5.7038865
3,0,338,1.1241329,-5.714361
3,0,339,1.1361763,-5.7248096
3,0,340,1.1482431,-5.735232
3,0,341,1.160333,-5.7456274
3,0,342,1.1724457,-5.7559967
3,0,343,1.1845813,-5.76634
3,0,344,1.1967394,-5.776657
3,0,345,1.2089199,-5.786948
3,0,346,1.2211221,-5.797213
3,0,347,1.2333466,-5.807452
3,0,348,1.2455928,-5.8176656
3,0,349,1.2578603,-5.827853
3,0,350,1.2701494,-5.838015
3,0,351,1.2824596,-5.8481517
3,0,352,1.2947909,-5.8582625
3,0,353,1.3071426,-5.8683476
3,0,354,1.3195152,-5.878408
3,0,355,1.3319082,-5.8884425
3,0,356,1.3443215,-5.8984523
3,0,357,1.3567545,-5.9084363
3,0,358,1.3692077,-5.9183955
3,1,0,0.19602199,0.95237637
3,1,1,0.18408497,0.9505821
3,1,2,0.17211159,0.9487028
3,1,3,0.16010293,0.94673854
3,1,4,0.14806007,0.94468933
3,1,5,0.13598405,0.9425552
3,1,6,0.12387594,0.9403361
3,1,7,0.111736774,0.93803215
3,1,8,0.099567614,0.9356434
3,1,9,0.08736948,0.9331698
3,1,10,0.075143375,0.93061143
3,1,11,0.062890336,0.9279684
3,1,12,0.050611358,0.9252407
3,1,13,0.038307425,0.92242837
3,1,14,0.02597953,0.9195315
3,1,15,0.0136286635,0.91655016
3,1,16,0.0012557581,0.9134844
3,1,17,-0.011138213,0.9103342
3,1,18,-0.023552287,0.9070997
3,1,19,-0.035985563,0.903781
3,1,20,-0.048437096,0.90037805
3,1,21,-0.060905956,0.896891
3,1,22,-0.073391266,0.8933199
3,1,23,-0.085892096,0.8896648
3,1,24,-0.0984076,0.8859258
3,1,25,-0.110936865,0.882103
3,1,26,-0.12347904,0.8781965
3,1,27,-0.13603325,0.87420624
3,1,28,-0.14859867,0.8701324
3,1,29,-0.1611744,0.865975
3,1,30,-0.1737597,0.8617342
3,1,31,-0.1863537,0.85741
3,1,32,-0.19895558,0.8530025
3,1,33,-0.21156456,0.84851176
3,1,34,-0.22417982,0.8439379
3,1,35,-0.23680058,0.83928096
3,1,36,-0.24942604,0.8345411
3,1,37,-0.2620555,0.8297183
3,1,38,-0.27468812,0.82481265
3,1,39,-0.2873232,0.8198243
3,1,40,-0.29996,0.8147533
3,1,41,-0.31259772,0.8095997
3,1,42,-0.32523566,0.80436367
3,1,43,-0.33787313,0.7990452
3,1,44,-0.3505094,0.7936444
3,1,45,-0.3631437,0.7881614
3,1,46,-0.37577546,0.78259623
3,1,47,-0.3884039,0.776949
3,1,48,-0.40102834,0.77121973
3,1,49,-0.4136481,0.7654086
3,1,50,-0.42626253,0.7595156
3,1,51,-0.43887094,0.7535409
3,1,52,-0.45147267,0.7474845
3,1,53,-0.4640671,0.74134654
3,1,54,-0.47665355,0.7351271
3,1,55,-0.48923138,0.7288262
3,1,56,-0.5018,0.72244406
3,1,57,-0.5143587,0.71598065
3,1,58,-0.52690685,0.7094362
3,1,59,-0.53944397,0.7028106
3,1,60,-0.55196935,0.69610405
3,1,61,-0.5644824,0.68931663
3,1,62,-0.5769825,0.6824484
3,1,63,-0.5894691,0.67549944
3,1,64,-0.6019416,0.66846985
3,1,65,-0.6143994,0.6613597
3,1,66,-0.6268419,0.6541692
3,1,67,-0.6392686,0.64689827
3,1,68,-0.6516788,0.6395471
3,1,69,-0.66407204,0.6321158
3,1,70,-0.67644775,0.62460434
3,1,71,-0.6888053,0.617013
3,1,72,-0.7011442,0.6093417
3,1,73,-0.71346396,0.60159063
3,1,74,-0.7257639,0.59375983
3,1,75,-0.7380436,0.58584946
3,1,76,-0.7503025,0.5778596
3,1,77,-0.76254004,0.5697903
3,1,78,-0.7747557,0.56164175
3,1,79,-0.786949,0.553414
3,1,80,-0.79911935,0.5451071
3,1,81,-0.8112663,0.5367213
3,1,82,-0.82338935,0.52825654
3,1,83,-0.83548796,0.51971304
3,1,84,-0.8475616,0.51109093
3,1,85,-0.8596099,0.5023902
3,1,86,-0.8716323,0.49361104
3,1,87,-0.88362825,0.48475352
3,1,88,-0.8955974,0.4758178
3,1,89,-0.9075392,0.46680397
3,1,90,-0.9194531,0.45771223
3,1,91,-0.9313388,0.44854254
3,1,92,-0.94319564,0.4392952
3,1,93,-0.9550234,0.42997015
3,1,94,-0.9668213,0.4205677
3,1,95,-0.97858924,0.41108778
3,1,96,-0.99032646,0.40153074
3,1,97,-1.0020328,0.39189652
3,1,98,-1.0137075,0.38218543
3,1,99,-1.0253505,0.37239742
3,1,100,-1.036961,0.36253282
3,1,101,-1.0485388,0.35259157
3,1,102,-1.0600833,0.34257403
3,1,103,-1.0715941,0.33248022
3,1,104,-1.0830711,0.32231018
3,1,105,-1.0945134,0.3120643
3,1,106,-1.105921,0.3017425
3,1,107,-1.1172932,0.29134515
3,1,108,-1.1286299,0.28087217
3,1,109,-1.1399304,0.27032396
3,1,110,-1.1511945,0.25970045
3,1,111,-1.1624216,0.24900204
3,1,112,-1.1736116,0.23822866
3,1,113,-1.1847639,0.22738071
3,1,114,-1.1958784,0.21645813
3,1,115,-1.2069544,0.20546132
3,1,116,-1.2179916,0.19439034
3,1,117,-1.2289898,0.18324526
3,1,118,-1.2399485,0.17202647
3,1,119,-1.2508674,0.16073394
3,1,120,-1.2617459,0.14936809
3,1,121,-1.2725842,0.13792887
3,1,122,-1.2833815,0.1264167
3,1,123,-1.2941376,0.11483153
3,1,124,-1.3048521,0.10317381
3,1,125,-1.3155248,0.09144348
3,1,126,-1.3261552,0.079641
3,1,127,-1.3367432,0.067766316
3,1,128,-1.3472883,0.05581989
3,1,129,-1.3577901,0.043801803
3,1,130,-1.3682487,0.031712133
3,1,131,-1.3786634,0.019551352
3,1,132,-1.3890342,0.007319414
3,1,133,-1.3993604,-0.004983199
3,1,134,-1.4096421,-0.01735653
3,1,135,-1.4198787,-0.029800093
3,1,136,-1.4300703,-0.042313926
3,1,137,-1.4402162,-0.054897536
3,1,138,-1.4503164,-0.06755096
3,1,139,-1.4603705,-0.08027369
3,1,140,-1.4703784,-0.09306577
3,1,141,-1.4803396,-0.10592668
3,1,142,-1.490254,-0.11885632
3,1,143,-1.5001215,-0.13185458
3,1,144,-1.5099415,-0.14492095
3,1,145,-1.519714,-0.15805545
3,1,146,-1.5294386,-0.17125756
3,1,147,-1.5391153,-0.1845273
3,1,148,-1.5487437,-0.19786412
3,1,149,-1.5583237,-0.21126805
3,1,150,-1.567855,-0.22473857
3,1,151,-1.5773374,-0.23827568
3,1,152,-1.5867705,-0.25187883
3,1,153,-1.5961545,-0.26554805
3,1,154,-1.6054888,-0.27928275
3,1,155,-1.6147734,-0.29308283
3,1,156,-1.6240082,-0.30694816
3,1,157,-1.6331928,-0.32087815
3,1,158,-1.6423272,-0.33487284
3,1,159,-1.651411,-0.34893164
3,1,160,-1.6604444,-0.36305454
3,1,161,-1.6694268,-0.377241
3,1,162,-1.6783583,-0.39149097
3,1,163,-1.6872386,-0.4058039
3,1,164,-1.6960677,-0.42017978
3,1,165,-1.7048453,-0.43461803
3,1,166,-1.7135714,-0.44911864
3,1,167,-1.7222457,-0.463681
3,1,168,-1.7308681,-0.47830498
3,1,169,-1.7394387,-0.4929904
3,1,170,-1.747957,-0.5077367
3,1,171,-1.7564231,-0.5225438
3,1,172,-1.7648368,-0.5374111
3,1,173,-1.773198,-0.5523386
3,1,174,-1.7815065,-0.5673257
3,1,175,-1.7897625,-0.58237237
3,1,176,-1.7979655,-0.597478
3,1,177,-1.8061157,-0.6126425
3,1,178,-1.8142128,-0.6278654
3,1,179,-1.8222568,-0.64314646
3,1,180,-1.8302476,-0.65848535
3,1,181,-1.8381852,-0.6738817
3,1,182,-1.8460693,-0.68933517
3,1,183,-1.8539,-0.70484513
3,1,184,-1.8616772,-0.72041184
3,1,185,-1.8694006,-0.73603433
3,1,186,-1.8770705,-0.751713
3,1,187,-1.8846868,-0.76744705
3,1,188,-1.8922493,-0.7832362
3,1,189,-1.899758,-0.7990801
3,1,190,-1.9072127,-0.81497836
3,1,191,-1.9146134,-0.83093035
3,1,192,-1.92196,-0.84693605
3,1,193,-1.9292527,-0.86299545
3,1,194,-1.9364914,-0.87910783
3,1,195,-1.9436759,-0.89527285
3,1,196,-1.9508063,-0.91149014
3,1,197,-1.9578825,-0.92775935
3,1,198,-1.9649044,-0.94407976
3,1,199,-1.9718722,-0.9604517
3,1,200,-1.9787855,-0.9768742
3,1,201,-1.9856447,-0.99334747
3,1,202,-1.9924496,-1.0098709
3,1,203,-1.9992002,-1.0264441
3,1,204,-2.0058966,-1.0430666
3,1,205,-2.0125384,-1.0597378
3,1,206,-2.019126,-1.076458
3,1,207,-2.025659,-1.0932261
3,1,208,-2.0321379,-1.1100425
3,1,209,-2.0385623,-1.1269064
3,1,210,-2.0449324,-1.1438175
3,1,211,-2.051248,-1.1607754
3,1,212,-2.0575094,-1.1777798
3,1,213,-2.0637164,-1.1948298
3,1,214,-2.0698693,-1.2119259
3,1,215,-2.0759676,-1.2290668
3,1,216,-2.0820117,-1.2462531
3,1,217,-2.0880015,-1.263484
3,1,218,-2.0939372,-1.2807591
3,1,219,-2.0998185,-1.298078
3,1,220,-2.1056454,-1.3154399
3,1,221,-2.1114182,-1.3328453
3,1,222,-2.1171367,-1.350293
3,1,223,-2.1228013,-1.3677834
3,1,224,-2.1284118,-1.3853158
3,1,225,-2.133968,-1.4028896
3,1,226,-2.1394703,-1.4205047
3,1,227,-2.1449184,-1.4381605
3,1,228,-2.1503124,-1.4558564
3,1,229,-2.1556525,-1.4735928
3,1,230,-2.1609387,-1.4913684
3,1,231,-2.166171,-1.5091838
3,1,232,-2.1713495,-1.5270381
3,1,233,-2.1764743,-1.5449309
3,1,234,-2.1815453,-1.562862
3,1,235,-2.1865625,-1.5808306
3,1,236,-2.1915262,-1.5988369
3,1,237,-2.1964362,-1.6168799
3,1,238,-2.2012925,-1.63496
3,1,239,-2.2060955,-1.6530765
3,1,240,-2.210845,-1.671229
3,1,241,-2.2155411,-1.689417
3,1,242,-2.2201838,-1.7076403
3,1,243,-2.2247732,-1.725898
3,1,244,-2.2293093,-1.7441903
3,1,245,-2.2337925,-1.7625172
3,1,246,-2.2382226,-1.7808778
3,1,247,-2.2425997,-1.7992718
3,1,248,-2.246924,-1.817699
3,1,249,-2.2511952,-1.8361588
3,1,250,-2.2554135,-1.8546505
3,1,251,-2.2595792,-1.8731747
3,1,252,-2.2636921,-1.8917301
3,1,253,-2.2677526,-1.9103171
3,1,254,-2.2717607,-1.928935
3,1,255,-2.2757163,-1.9475836
3,1,256,-2.2796197,-1.9662622
3,1,257,-2.2834709,-1.9849705
3,1,258,-2.28727,-2.0037086
3,1,259,-2.291017,-2.0224755
3,1,260,-2.2947123,-2.0412714
3,1,261,-2.2983558,-2.060096
3,1,262,-2.3019476,-2.0789487
3,1,263,-2.3054876,-2.097829
3,1,264,-2.3089762,-2.1167371
3,1,265,-2.3124135,-2.1356719
3,1,266,-2.3157995,-2.1546338
3,1,267,-2.3191342,-2.1736217
3,1,268,-2.3224182,-2.192636
3,1,269,-2.3256512,-2.2116761
3,1,270,-2.3288336,-2.2307417
3,1,271,-2.3319652,-2.2498324
3,1,272,-2.3350463,-2.2689474
3,1,273,-2.338077,-2.2880871
3,1,274,-2.3410578,-2.3072512
3,1,275,-2.3439884,-2.3264387
3,1,276,-2.3468692,-2.34565
3,1,277,-2.3497002,-2.3648844
3,1,278,-2.3524816,-2.3841417
3,1,279,-2.3552136,-2.403421
3,1,280,-2.3578963,-2.4227228
3,1,281,-2.36053,-2.4420466
3,1,282,-2.3631146,-2.4613917
3,1,283,-2.3656507,-2.4807584
3,1,284,-2.368138,-2.5001462
3,1,285,-2.370577,-2.5195544
3,1,286,-2.372968,-2.5389829
3,1,287,-2.3753107,-2.5584311
3,1,288,-2.3776057,-2.5778995
3,1,289,-2.379853,-2.5973868
3,1,290,-2.382053,-2.6168938
3,1,291,-2.3842056,-2.6364195
3,1,292,-2.3863113,-2.655964
3,1,293,-2.38837,-2.6755264
3,1,294,-2.390382,-2.6951065
3,1,295,-2.3923478,-2.7147045
3,1,296,-2.3942673,-2.73432
3,1,297,-2.3961408,-2.753952
3,1,298,-2.3979688,-2.7736013
3,1,299,-2.3997512,-2.793267
3,1,300,-2.4014883,-2.812949
3,1,301,-2.4031804,-2.8326464
3,1,302,-2.4048276,-2.85236
3,1,303,-2.4064302,-2.872089
3,1,304,-2.4079885,-2.8918326
3,1,305,-2.4095027,-2.9115915
3,1,306,-2.410973,-2.931365
3,1,307,-2.4123998,-2.9511528
3,1,308,-2.413783,-2.9709547
3,1,309,-2.4151232,-2.9907699
3,1,310,-2.4164205,-3.010599
3,1,311,-2.4176753,-3.030441
3,1,312,-2.4188876,-3.0502958
3,1,313,-2.420058,-3.0701637
3,1,314,-2.4211864,-3.090044
3,1,315,-2.4222734,-3.1099365
3,1,316,-2.423319,-3.1298404
3,1,317,-2.4243238,-3.1497564
3,1,318,-2.4252877,-3.169684
3,1,319,-2.426211,-3.1896222
3,1,320,-2.4270942,-3.2095716
3,1,321,-2.4279373,-3.2295318
3,1,322,-2.4287407,-3.2495024
3,1,323,-2.4295049,-3.2694826
3,1,324,-2.43023,-3.2894733
3,1,325,-2.430916,-3.3094735
3,1,326,-2.4315636,-3.3294833
3,1,327,-2.4321728,-3.3495018
3,1,328,-2.432744,-3.3695297
3,1,329,-2.4332774,-3.3895664
3,1,330,-2.4337733,-3.4096117
3,1,331,-2.434232,-3.4296649
3,1,332,-2.4346538,-3.4497263
3,1,333,-2.4350388,-3.4697957
3,1,334,-2.4353876,-3.4898722
3,1,335,-2.4357002,-3.5099566
3,1,336,-2.435977,-3.5300481
3,1,337,-2.4362183,-3.5501466
3,1,338,-2.4364243,-3.5702512
3,1,339,-2.4365952,-3.5903628
3,1,340,-2.4367316,-3.6104805
3,1,341,-2.4368334,-3.6306045
3,1,342,-2.436901,-3.6507337
3,1,343,-2.436935,-3.670869
3,1,344,-2.4369352,-3.6910098
3,1,345,-2.436902,-3.7111557
3,1,346,-2.4368358,-3.731306
3,1,347,-2.4367366,-3.7514617
3,1,348,-2.436605,-3.7716222
3,1,349,-2.436441,-3.7917864
3,1,350,-2.436245,-3.8119555
3,1,351,-2.436017,-3.8321283
3,1,352,-2.4357576,-3.852305
3,1,353,-2.435467,-3.872485
3,1,354,-2.4351454,-3.8926687
3,1,355,-2.434793,-3.9128556
3,1,356,-2.43441,-3.9330456
3,1,357,-2.433997,-3.953238
3,1,358,-2.433554,-3.9734335
3,2,0,-0.29777402,2.0829806
3,2,1,-0.31248742,2.0819976
3,2,2,-0.32721457,2.080946
3,2,3,-0.34195495,2.0798259
3,2,4,-0.35670808,2.0786374
3,2,5,-0.37147343,2.0773807
3,2,6,-0.3862505,2.076056
